0,0,0,0,0,0,0,1,0,0,2,27,57,41,62,70,20,47,64,64,65,48,39,15,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,6,42,88,96,47,101,189,191,152,99,87,64,69,79,73,55,13,0,0,0,0,0,0,0
0,0,0,0,0,1,0,21,86,105,58,19,101,223,164,160,187,213,176,135,79,25,46,47,25,14,3,0,0,0,0,0
0,0,0,0,1,0,12,91,76,33,42,133,207,206,155,154,183,186,175,206,200,141,44,38,84,107,57,3,1,0,0,0
0,0,0,0,0,19,61,49,21,163,180,183,178,200,188,201,200,178,170,194,181,101,51,0,7,85,149,27,0,1,0,0
0,0,1,0,34,82,16,1,157,210,160,179,193,189,214,209,194,188,142,77,73,79,16,6,23,12,89,132,56,0,1,0
0,1,0,21,91,16,41,169,203,199,137,163,204,196,190,194,189,162,42,22,13,86,53,7,9,27,13,122,143,19,0,1
1,0,8,65,43,50,203,200,196,204,107,147,204,185,187,191,182,89,49,0,0,56,62,6,29,70,33,19,87,55,0,1
0,0,51,63,37,196,197,196,184,202,72,92,207,186,186,181,131,28,138,50,0,91,72,0,37,65,12,9,97,99,0,0
0,13,97,54,148,213,182,189,183,203,145,74,200,177,171,125,43,0,56,50,53,137,31,0,2,0,0,0,69,203,14,0
0,44,96,88,206,199,150,130,202,203,186,40,170,169,134,80,57,23,0,10,77,77,5,3,0,2,13,16,6,199,83,0
0,85,92,133,210,200,178,94,115,184,97,39,77,90,44,134,197,176,70,1,9,4,3,2,6,36,36,17,0,74,158,0
8,128,64,179,210,195,197,140,25,30,31,118,34,118,56,85,189,200,206,61,0,0,1,0,14,26,19,18,69,88,151,15
35,83,60,212,204,203,197,197,151,23,121,164,105,130,137,92,59,92,157,153,57,66,3,2,11,32,40,11,137,144,42,41
51,42,111,224,203,208,196,203,146,41,213,225,122,106,80,151,26,18,71,194,91,160,63,10,0,17,45,7,172,154,34,48
64,36,165,216,211,200,198,189,137,108,132,141,90,124,78,78,83,0,0,111,136,127,184,117,6,1,0,51,196,168,48,48
60,54,201,210,210,208,194,179,185,195,197,132,78,42,74,11,124,28,0,0,49,64,132,195,105,5,1,96,197,185,65,54
80,64,204,197,198,193,199,196,189,200,161,148,204,143,4,0,136,83,9,3,0,40,32,124,124,0,0,127,195,192,134,56
112,107,197,195,198,200,194,181,188,173,68,189,197,199,24,97,201,51,47,96,24,0,27,49,129,110,6,125,188,180,179,54
115,151,185,192,196,179,104,75,98,60,1,186,241,132,61,199,255,101,23,58,7,19,0,18,103,162,33,139,185,155,191,46
89,153,176,181,200,112,3,0,0,0,6,37,52,94,68,139,240,97,5,70,184,227,129,8,5,95,46,156,186,153,181,43
73,150,167,181,189,59,0,39,147,77,10,114,48,71,96,183,211,46,0,184,255,255,255,78,6,38,87,184,177,182,189,21
57,141,155,184,175,18,40,223,255,184,195,255,170,52,246,255,255,198,4,180,252,240,253,177,38,33,179,176,185,192,112,0
35,143,90,200,175,0,166,255,247,255,255,251,143,139,255,242,243,255,55,106,255,239,238,251,94,96,212,172,197,138,11,0
0,106,25,154,144,4,227,253,255,219,220,255,124,147,254,246,245,253,128,25,255,232,220,253,121,68,215,191,181,52,0,1
0,30,53,22,49,49,255,255,229,132,219,255,103,121,255,255,255,255,121,0,141,255,255,255,169,50,215,191,99,11,1,1
0,7,68,16,0,75,254,249,233,235,254,255,50,82,247,151,94,221,65,49,2,104,208,207,78,37,199,201,73,0,1,0
1,0,34,88,0,46,255,255,255,255,255,131,41,122,217,56,21,224,133,127,189,73,2,0,0,0,162,200,7,3,1,0
1,1,4,79,96,33,45,183,214,211,126,50,212,124,239,226,159,254,130,50,82,139,102,35,13,106,228,39,0,4,0,0
0,1,0,25,72,208,91,0,36,36,119,216,117,90,161,219,255,108,76,97,65,0,14,59,75,170,49,0,3,0,0,0
0,0,1,1,9,91,244,168,76,72,95,43,41,45,43,113,197,84,52,88,101,70,54,70,65,16,0,2,0,0,0,0
0,0,0,1,1,23,120,140,137,68,31,80,83,63,75,116,202,74,83,87,81,77,74,68,49,4,2,0,0,0,0,0
