accuracy,alpha,k,testing entries,recall,falseP,falseN,trueN,trueP,tiempo
0.7575,10,43,10000,0.79476,1391,1034,3571,4004,6428
0.7685,11,43,10000,0.798928,1302,1013,3660,4025,6769
0.7694,12,43,10000,0.800913,1303,1003,3659,4035,7072
0.7656,13,43,10000,0.794561,1309,1035,3653,4003,7979
0.4962,14,43,10000,0,0,5038,4962,0,68
0.7597,2,50,10000,0.779277,1291,1112,3671,3926,1977
0.7588,3,50,10000,0.769154,1249,1163,3713,3875,2440
0.7571,4,50,10000,0.77769,1309,1120,3653,3918,3046
0.758,5,50,10000,0.786026,1342,1078,3620,3960,3444
0.7583,6,50,10000,0.779873,1308,1109,3654,3929,4094
0.7627,7,50,10000,0.793966,1335,1038,3627,4000,4502
0.7603,8,50,10000,0.786423,1321,1076,3641,3962,5023
0.7574,9,50,10000,0.788011,1358,1068,3604,3970,5717
0.755,10,50,10000,0.794164,1413,1037,3549,4001,6059
0.7679,11,50,10000,0.796745,1297,1024,3665,4014,6812
0.7686,12,50,10000,0.801112,1312,1002,3650,4036,7142
0.7682,13,50,10000,0.799524,1308,1010,3654,4028,7977
0.4962,14,50,10000,0,0,5038,4962,0,64
0.7608,2,57,10000,0.779277,1280,1112,3682,3926,2149
0.7595,3,57,10000,0.770742,1250,1155,3712,3883,2615
0.7578,4,57,10000,0.781064,1319,1103,3643,3935,2943
0.7589,5,57,10000,0.787416,1340,1071,3622,3967,3495
0.758,6,57,10000,0.781461,1319,1101,3643,3937,3926
0.7621,7,57,10000,0.792775,1335,1044,3627,3994,4452
0.761,8,57,10000,0.790195,1333,1057,3629,3981,5210
0.7545,9,57,10000,0.789599,1395,1060,3567,3978,6377
0.7543,10,57,10000,0.793966,1419,1038,3543,4000,6721
0.7671,11,57,10000,0.797737,1310,1019,3652,4019,6622
0.768,12,57,10000,0.802501,1325,995,3637,4043,7168
0.7692,13,57,10000,0.801707,1309,999,3653,4039,8075
0.4962,14,57,10000,0,0,5038,4962,0,64
0.7609,2,64,10000,0.780667,1286,1105,3676,3933,1968
0.7595,3,64,10000,0.769353,1243,1162,3719,3876,2444
0.7567,4,64,10000,0.781461,1332,1101,3630,3937,2994
0.7581,5,64,10000,0.786225,1342,1077,3620,3961,3439
0.7611,6,64,10000,0.783843,1300,1089,3662,3949,3995
0.7646,7,64,10000,0.795157,1322,1032,3640,4006,4436
0.7605,8,64,10000,0.789004,1332,1063,3630,3975,5033
0.7565,9,64,10000,0.788408,1369,1066,3593,3972,6169
0.7562,10,64,10000,0.794561,1403,1035,3559,4003,6436
0.7657,11,64,10000,0.796546,1318,1025,3644,4013,6668
0.7675,12,64,10000,0.802104,1328,997,3634,4041,7083
0.7688,13,64,10000,0.801509,1312,1000,3650,4038,7594
0.4962,14,64,10000,0,0,5038,4962,0,64
0.7613,2,71,10000,0.781262,1285,1102,3677,3936,1986
0.759,3,71,10000,0.768956,1246,1164,3716,3874,2536
0.7579,4,71,10000,0.787813,1352,1069,3610,3969,2971
0.7599,5,71,10000,0.787217,1329,1072,3633,3966,3513
0.7603,6,71,10000,0.783843,1308,1089,3654,3949,3942
0.7644,7,71,10000,0.795355,1325,1031,3637,4007,4488
0.7609,8,71,10000,0.79079,1337,1054,3625,3984,4930
0.7559,9,71,10000,0.79079,1387,1054,3575,3984,5723
0.7558,10,71,10000,0.796943,1419,1023,3543,4015,6143
0.7669,11,71,10000,0.799524,1321,1010,3641,4028,6580
0.7678,12,71,10000,0.803096,1330,992,3632,4046,7081
0.7671,13,71,10000,0.799524,1319,1010,3643,4028,7616
0.4962,14,71,10000,0,0,5038,4962,0,64
0.7595,2,78,10000,0.779674,1295,1110,3667,3928,2024
0.7584,3,78,10000,0.771933,1267,1149,3695,3889,2511
0.7561,4,78,10000,0.787416,1368,1071,3594,3967,2974
0.7617,5,78,10000,0.789004,1320,1063,3642,3975,3461
0.7589,6,78,10000,0.783247,1319,1092,3643,3946,3963
0.7626,7,78,10000,0.793569,1334,1040,3628,3998,4448
0.7612,8,78,10000,0.791385,1337,1051,3625,3987,4968
0.7579,9,78,10000,0.793172,1379,1042,3583,3996,5670
0.7541,10,78,10000,0.794164,1422,1037,3540,4001,6187
0.7695,11,78,10000,0.802501,1310,995,3652,4043,6707
0.7668,12,78,10000,0.803493,1342,990,3620,4048,7189
0.7664,13,78,10000,0.799921,1328,1008,3634,4030,7637
0.4962,14,78,10000,0,0,5038,4962,0,63
0.7589,2,85,10000,0.778682,1296,1115,3666,3923,1976
0.759,3,85,10000,0.77372,1270,1140,3692,3898,2495
0.7557,4,85,10000,0.78682,1369,1074,3593,3964,3104
0.7604,5,85,10000,0.790988,1343,1053,3619,3985,3476
0.7601,6,85,10000,0.786423,1323,1076,3639,3962,4010
0.7629,7,85,10000,0.794164,1334,1037,3628,4001,4448
0.7628,8,85,10000,0.79337,1331,1041,3631,3997,4939
0.7557,9,85,10000,0.792775,1399,1044,3563,3994,5744
0.7539,10,85,10000,0.793767,1422,1039,3540,3999,6470
0.7689,11,85,10000,0.803096,1319,992,3643,4046,6610
0.7662,12,85,10000,0.80131,1337,1001,3625,4037,7114
0.7681,13,85,10000,0.802501,1324,995,3638,4043,7610
0.4962,14,85,10000,0,0,5038,4962,0,66
0.7611,2,92,10000,0.780865,1285,1104,3677,3934,2036
0.7604,3,92,10000,0.775308,1264,1132,3698,3906,2493
0.7554,4,92,10000,0.78821,1379,1067,3583,3971,2995
0.7604,5,92,10000,0.791187,1344,1052,3618,3986,3568
0.7579,6,92,10000,0.786622,1346,1075,3616,3963,3981
0.7643,7,92,10000,0.795951,1329,1028,3633,4010,4513
0.7594,8,92,10000,0.79079,1352,1054,3610,3984,5331
0.7556,9,92,10000,0.792179,1397,1047,3565,3991,6024
0.7534,10,92,10000,0.794164,1429,1037,3533,4001,6200
0.7701,11,92,10000,0.804287,1313,986,3649,4052,7245
0.7665,12,92,10000,0.800715,1331,1004,3631,4034,7191
0.7677,13,92,10000,0.800913,1320,1003,3642,4035,7656
0.4962,14,92,10000,0,0,5038,4962,0,68
