accuracy,alpha,k,testing entries,recall,falseP,falseN,trueN,trueP,tiempo
0.52,25,25,25,0.0833333,1,11,12,1,12.550522565841675
0.48,50,25,25,0,1,12,12,0,21.716312646865845
0.52,75,25,25,0.0833333,1,11,12,1,31.85535764694214
0.48,25,50,25,0.0833333,2,11,11,1,12.591891765594482
