accuracy,k,max_vocab_freq,testing entries,tiempo,metodo
0.7685,143.14285714285714,0.44285714285714284,2000,22072,Inverted Index KNN
0.7735,143.14285714285714,0.5,2000,48263,KNN
0.756,143.14285714285714,0.5,2000,23896,Inverted Index KNN
0.777,143.14285714285714,0.5571428571428572,2000,49060,KNN
0.7715,143.14285714285714,0.5571428571428572,2000,28021,Inverted Index KNN
0.74,143.14285714285714,0.6142857142857143,2000,51393,KNN
0.733,143.14285714285714,0.6142857142857143,2000,32235,Inverted Index KNN
0.7355,143.14285714285714,0.6714285714285715,2000,52338,KNN
0.726,143.14285714285714,0.6714285714285715,2000,34220,Inverted Index KNN
0.7325,143.14285714285714,0.7285714285714286,2000,53448,KNN
0.7255,143.14285714285714,0.7285714285714286,2000,35280,Inverted Index KNN
0.7325,143.14285714285714,0.7857142857142857,2000,53185,KNN
0.7255,143.14285714285714,0.7857142857142857,2000,35012,Inverted Index KNN
0.73,143.14285714285714,0.8428571428571429,2000,53873,KNN
0.727,143.14285714285714,0.8428571428571429,2000,37689,Inverted Index KNN
0.8065,157.35714285714286,0.15714285714285714,2000,31656,KNN
0.757,157.35714285714286,0.15714285714285714,2000,5658,Inverted Index KNN
0.8005,157.35714285714286,0.2142857142857143,2000,35368,KNN
0.7765,157.35714285714286,0.2142857142857143,2000,8520,Inverted Index KNN
0.8135,157.35714285714286,0.27142857142857146,2000,38843,KNN
0.7715,157.35714285714286,0.27142857142857146,2000,11234,Inverted Index KNN
0.7985,157.35714285714286,0.3285714285714286,2000,41566,KNN
0.7705,157.35714285714286,0.3285714285714286,2000,13384,Inverted Index KNN
0.806,157.35714285714286,0.3857142857142858,2000,43513,KNN
0.793,157.35714285714286,0.3857142857142858,2000,16500,Inverted Index KNN
0.7855,157.35714285714286,0.44285714285714284,2000,46180,KNN
0.7675,157.35714285714286,0.44285714285714284,2000,21886,Inverted Index KNN
0.772,157.35714285714286,0.5,2000,48085,KNN
0.755,157.35714285714286,0.5,2000,23840,Inverted Index KNN
0.7795,157.35714285714286,0.5571428571428572,2000,49162,KNN
0.771,157.35714285714286,0.5571428571428572,2000,28052,Inverted Index KNN
0.741,157.35714285714286,0.6142857142857143,2000,51288,KNN
0.7345,157.35714285714286,0.6142857142857143,2000,32172,Inverted Index KNN
0.7365,157.35714285714286,0.6714285714285715,2000,52384,KNN
0.727,157.35714285714286,0.6714285714285715,2000,34282,Inverted Index KNN
0.733,157.35714285714286,0.7285714285714286,2000,53395,KNN
0.7215,157.35714285714286,0.7285714285714286,2000,35403,Inverted Index KNN
0.733,157.35714285714286,0.7857142857142857,2000,53181,KNN
0.7215,157.35714285714286,0.7857142857142857,2000,35257,Inverted Index KNN
0.7315,157.35714285714286,0.8428571428571429,2000,53795,KNN
0.7245,157.35714285714286,0.8428571428571429,2000,37769,Inverted Index KNN
0.806,171.57142857142856,0.15714285714285714,2000,31478,KNN
0.754,171.57142857142856,0.15714285714285714,2000,5522,Inverted Index KNN
0.8095,171.57142857142856,0.2142857142857143,2000,35192,KNN
0.778,171.57142857142856,0.2142857142857143,2000,8514,Inverted Index KNN
0.813,171.57142857142856,0.27142857142857146,2000,38662,KNN
0.7745,171.57142857142856,0.27142857142857146,2000,11292,Inverted Index KNN
0.8015,171.57142857142856,0.3285714285714286,2000,41883,KNN
0.7675,171.57142857142856,0.3285714285714286,2000,13436,Inverted Index KNN
0.8015,171.57142857142856,0.3857142857142858,2000,43500,KNN
0.792,171.57142857142856,0.3857142857142858,2000,16593,Inverted Index KNN
0.7885,171.57142857142856,0.44285714285714284,2000,45955,KNN
0.7625,171.57142857142856,0.44285714285714284,2000,21922,Inverted Index KNN
0.775,171.57142857142856,0.5,2000,47905,KNN
0.754,171.57142857142856,0.5,2000,23982,Inverted Index KNN
0.7765,171.57142857142856,0.5571428571428572,2000,49059,KNN
0.766,171.57142857142856,0.5571428571428572,2000,28081,Inverted Index KNN
0.7435,171.57142857142856,0.6142857142857143,2000,51405,KNN
0.7285,171.57142857142856,0.6142857142857143,2000,32203,Inverted Index KNN
0.733,171.57142857142856,0.6714285714285715,2000,52303,KNN
0.7285,171.57142857142856,0.6714285714285715,2000,34355,Inverted Index KNN
0.7345,171.57142857142856,0.7285714285714286,2000,53219,KNN
0.724,171.57142857142856,0.7285714285714286,2000,35295,Inverted Index KNN
0.7345,171.57142857142856,0.7857142857142857,2000,53351,KNN
0.724,171.57142857142856,0.7857142857142857,2000,35431,Inverted Index KNN
0.731,171.57142857142856,0.8428571428571429,2000,54175,KNN
0.725,171.57142857142856,0.8428571428571429,2000,37848,Inverted Index KNN
0.814,185.78571428571428,0.15714285714285714,2000,31455,KNN
0.762,185.78571428571428,0.15714285714285714,2000,5534,Inverted Index KNN
0.8115,185.78571428571428,0.2142857142857143,2000,35282,KNN
0.776,185.78571428571428,0.2142857142857143,2000,8556,Inverted Index KNN
0.812,185.78571428571428,0.27142857142857146,2000,38892,KNN
0.7715,185.78571428571428,0.27142857142857146,2000,11282,Inverted Index KNN
0.7965,185.78571428571428,0.3285714285714286,2000,41946,KNN
0.769,185.78571428571428,0.3285714285714286,2000,13416,Inverted Index KNN
0.802,185.78571428571428,0.3857142857142858,2000,43303,KNN
0.788,185.78571428571428,0.3857142857142858,2000,16632,Inverted Index KNN
0.7875,185.78571428571428,0.44285714285714284,2000,46392,KNN
0.762,185.78571428571428,0.44285714285714284,2000,21960,Inverted Index KNN
0.773,185.78571428571428,0.5,2000,48361,KNN
0.753,185.78571428571428,0.5,2000,23809,Inverted Index KNN
0.776,185.78571428571428,0.5571428571428572,2000,49229,KNN
0.7685,185.78571428571428,0.5571428571428572,2000,28090,Inverted Index KNN
0.745,185.78571428571428,0.6142857142857143,2000,51486,KNN
0.7285,185.78571428571428,0.6142857142857143,2000,32222,Inverted Index KNN
0.7325,185.78571428571428,0.6714285714285715,2000,52419,KNN
0.7195,185.78571428571428,0.6714285714285715,2000,34307,Inverted Index KNN
0.7255,185.78571428571428,0.7285714285714286,2000,53227,KNN
0.7195,185.78571428571428,0.7285714285714286,2000,35001,Inverted Index KNN
0.7255,185.78571428571428,0.7857142857142857,2000,53334,KNN
0.7195,185.78571428571428,0.7857142857142857,2000,35095,Inverted Index KNN
0.7275,185.78571428571428,0.8428571428571429,2000,54153,KNN
0.7215,185.78571428571428,0.8428571428571429,2000,37704,Inverted Index KNN
