nombre,p,p_densidad,min_cant_nodos,max_cant_nodos,step_nodos,cant_nodos,nro_intento,cant_intentos,tiempo_ns
random-300-nodos-8,0.5,0.3,20,1000,10,300,8,20,145434556
random-730-nodos-10,0.5,0.3,20,1000,10,730,10,20,1853827863
random-20-nodos-11,0.5,0.3,20,1000,10,20,11,20,3789607
random-860-nodos-2,0.5,0.3,20,1000,10,860,2,20,3022516957
random-280-nodos-13,0.5,0.3,20,1000,10,280,13,20,117330621
random-550-nodos-18,0.5,0.3,20,1000,10,550,18,20,796259023
random-750-nodos-12,0.5,0.3,20,1000,10,750,12,20,2001685467
random-700-nodos-14,0.5,0.3,20,1000,10,700,14,20,1643063374
random-30-nodos-1,0.5,0.3,20,1000,10,30,1,20,4494496
random-560-nodos-3,0.5,0.3,20,1000,10,560,3,20,838205798
random-210-nodos-3,0.5,0.3,20,1000,10,210,3,20,56111351
random-140-nodos-12,0.5,0.3,20,1000,10,140,12,20,21210447
random-950-nodos-13,0.5,0.3,20,1000,10,950,13,20,4048844485
random-30-nodos-19,0.5,0.3,20,1000,10,30,19,20,3954312
random-590-nodos-5,0.5,0.3,20,1000,10,590,5,20,976687337
random-710-nodos-9,0.5,0.3,20,1000,10,710,9,20,1694818793
random-770-nodos-8,0.5,0.3,20,1000,10,770,8,20,2168708817
random-840-nodos-9,0.5,0.3,20,1000,10,840,9,20,2808786005
random-820-nodos-7,0.5,0.3,20,1000,10,820,7,20,2634505289
random-90-nodos-18,0.5,0.3,20,1000,10,90,18,20,9830638
random-460-nodos-8,0.5,0.3,20,1000,10,460,8,20,469027787
random-660-nodos-0,0.5,0.3,20,1000,10,660,0,20,1375420631
random-740-nodos-1,0.5,0.3,20,1000,10,740,1,20,1920040379
random-230-nodos-17,0.5,0.3,20,1000,10,230,17,20,70840794
random-680-nodos-3,0.5,0.3,20,1000,10,680,3,20,1515834571
random-690-nodos-10,0.5,0.3,20,1000,10,690,10,20,1567683967
random-730-nodos-17,0.5,0.3,20,1000,10,730,17,20,1844209307
random-50-nodos-13,0.5,0.3,20,1000,10,50,13,20,5333290
random-960-nodos-14,0.5,0.3,20,1000,10,960,14,20,4162422246
random-390-nodos-9,0.5,0.3,20,1000,10,390,9,20,292619645
random-900-nodos-15,0.5,0.3,20,1000,10,900,15,20,3451138677
random-270-nodos-6,0.5,0.3,20,1000,10,270,6,20,107288010
random-630-nodos-11,0.5,0.3,20,1000,10,630,11,20,1187742767
random-750-nodos-4,0.5,0.3,20,1000,10,750,4,20,2005865731
random-150-nodos-12,0.5,0.3,20,1000,10,150,12,20,25591564
random-100-nodos-11,0.5,0.3,20,1000,10,100,11,20,10848750
random-30-nodos-18,0.5,0.3,20,1000,10,30,18,20,5123539
random-560-nodos-11,0.5,0.3,20,1000,10,560,11,20,831866869
random-390-nodos-7,0.5,0.3,20,1000,10,390,7,20,292330870
random-590-nodos-4,0.5,0.3,20,1000,10,590,4,20,974047354
random-220-nodos-16,0.5,0.3,20,1000,10,220,16,20,62869939
random-470-nodos-10,0.5,0.3,20,1000,10,470,10,20,502028944
random-260-nodos-4,0.5,0.3,20,1000,10,260,4,20,97233380
random-430-nodos-1,0.5,0.3,20,1000,10,430,1,20,383536118
random-650-nodos-2,0.5,0.3,20,1000,10,650,2,20,1306286859
random-250-nodos-7,0.5,0.3,20,1000,10,250,7,20,86834507
random-470-nodos-4,0.5,0.3,20,1000,10,470,4,20,500363847
random-820-nodos-18,0.5,0.3,20,1000,10,820,18,20,2614054566
random-210-nodos-14,0.5,0.3,20,1000,10,210,14,20,55410968
random-880-nodos-9,0.5,0.3,20,1000,10,880,9,20,3233207992
random-510-nodos-6,0.5,0.3,20,1000,10,510,6,20,637522942
random-680-nodos-2,0.5,0.3,20,1000,10,680,2,20,1482918394
random-820-nodos-2,0.5,0.3,20,1000,10,820,2,20,2602597139
random-570-nodos-10,0.5,0.3,20,1000,10,570,10,20,886147251
random-450-nodos-14,0.5,0.3,20,1000,10,450,14,20,443032559
random-80-nodos-9,0.5,0.3,20,1000,10,80,9,20,7962286
random-540-nodos-2,0.5,0.3,20,1000,10,540,2,20,746009577
random-880-nodos-16,0.5,0.3,20,1000,10,880,16,20,3219811150
random-130-nodos-2,0.5,0.3,20,1000,10,130,2,20,18645210
random-750-nodos-3,0.5,0.3,20,1000,10,750,3,20,1996326484
random-760-nodos-15,0.5,0.3,20,1000,10,760,15,20,2081578828
random-950-nodos-15,0.5,0.3,20,1000,10,950,15,20,4045711164
random-150-nodos-17,0.5,0.3,20,1000,10,150,17,20,25100763
random-960-nodos-17,0.5,0.3,20,1000,10,960,17,20,4179900445
random-670-nodos-12,0.5,0.3,20,1000,10,670,12,20,1429918770
random-500-nodos-3,0.5,0.3,20,1000,10,500,3,20,598551698
random-290-nodos-13,0.5,0.3,20,1000,10,290,13,20,129641067
random-750-nodos-14,0.5,0.3,20,1000,10,750,14,20,2023866517
random-280-nodos-18,0.5,0.3,20,1000,10,280,18,20,118359695
random-610-nodos-19,0.5,0.3,20,1000,10,610,19,20,1070177319
random-380-nodos-16,0.5,0.3,20,1000,10,380,16,20,281922583
random-970-nodos-14,0.5,0.3,20,1000,10,970,14,20,4322799346
random-830-nodos-5,0.5,0.3,20,1000,10,830,5,20,2700516014
random-690-nodos-9,0.5,0.3,20,1000,10,690,9,20,1564043583
random-370-nodos-7,0.5,0.3,20,1000,10,370,7,20,258339876
random-890-nodos-5,0.5,0.3,20,1000,10,890,5,20,3326163134
random-760-nodos-13,0.5,0.3,20,1000,10,760,13,20,2080398643
random-860-nodos-4,0.5,0.3,20,1000,10,860,4,20,3029931609
random-400-nodos-12,0.5,0.3,20,1000,10,400,12,20,317043084
random-970-nodos-5,0.5,0.3,20,1000,10,970,5,20,4271730180
random-570-nodos-19,0.5,0.3,20,1000,10,570,19,20,876664724
random-780-nodos-9,0.5,0.3,20,1000,10,780,9,20,2243844692
random-680-nodos-8,0.5,0.3,20,1000,10,680,8,20,1478655210
random-380-nodos-19,0.5,0.3,20,1000,10,380,19,20,277271981
random-930-nodos-10,0.5,0.3,20,1000,10,930,10,20,3790659799
random-820-nodos-4,0.5,0.3,20,1000,10,820,4,20,2620930666
random-880-nodos-19,0.5,0.3,20,1000,10,880,19,20,3217644554
random-990-nodos-17,0.5,0.3,20,1000,10,990,17,20,4520700096
random-900-nodos-14,0.5,0.3,20,1000,10,900,14,20,3440667493
random-880-nodos-11,0.5,0.3,20,1000,10,880,11,20,3235337076
random-420-nodos-13,0.5,0.3,20,1000,10,420,13,20,367504838
random-550-nodos-10,0.5,0.3,20,1000,10,550,10,20,787097026
random-860-nodos-19,0.5,0.3,20,1000,10,860,19,20,3020017181
random-990-nodos-11,0.5,0.3,20,1000,10,990,11,20,4548840888
random-360-nodos-7,0.5,0.3,20,1000,10,360,7,20,236383657
random-780-nodos-2,0.5,0.3,20,1000,10,780,2,20,2239739269
random-530-nodos-6,0.5,0.3,20,1000,10,530,6,20,701489446
random-40-nodos-14,0.5,0.3,20,1000,10,40,14,20,4662563
random-280-nodos-15,0.5,0.3,20,1000,10,280,15,20,118148066
random-140-nodos-13,0.5,0.3,20,1000,10,140,13,20,22344815
random-170-nodos-17,0.5,0.3,20,1000,10,170,17,20,34177114
random-830-nodos-15,0.5,0.3,20,1000,10,830,15,20,2704910571
random-370-nodos-12,0.5,0.3,20,1000,10,370,12,20,254943079
random-50-nodos-19,0.5,0.3,20,1000,10,50,19,20,4808258
random-190-nodos-19,0.5,0.3,20,1000,10,190,19,20,46839500
random-490-nodos-6,0.5,0.3,20,1000,10,490,6,20,559744405
random-500-nodos-6,0.5,0.3,20,1000,10,500,6,20,601227651
random-380-nodos-18,0.5,0.3,20,1000,10,380,18,20,276925391
random-50-nodos-18,0.5,0.3,20,1000,10,50,18,20,4971537
random-180-nodos-6,0.5,0.3,20,1000,10,180,6,20,40136432
random-550-nodos-4,0.5,0.3,20,1000,10,550,4,20,792045344
random-540-nodos-19,0.5,0.3,20,1000,10,540,19,20,747233295
random-370-nodos-3,0.5,0.3,20,1000,10,370,3,20,257073829
random-120-nodos-14,0.5,0.3,20,1000,10,120,14,20,15764757
random-40-nodos-4,0.5,0.3,20,1000,10,40,4,20,4580636
random-840-nodos-1,0.5,0.3,20,1000,10,840,1,20,2788908538
random-540-nodos-17,0.5,0.3,20,1000,10,540,17,20,749612224
random-420-nodos-10,0.5,0.3,20,1000,10,420,10,20,363397115
random-180-nodos-11,0.5,0.3,20,1000,10,180,11,20,37453662
random-640-nodos-11,0.5,0.3,20,1000,10,640,11,20,1257349920
random-380-nodos-5,0.5,0.3,20,1000,10,380,5,20,276486740
random-220-nodos-3,0.5,0.3,20,1000,10,220,3,20,62762861
random-290-nodos-8,0.5,0.3,20,1000,10,290,8,20,130886248
random-130-nodos-16,0.5,0.3,20,1000,10,130,16,20,19866768
random-30-nodos-4,0.5,0.3,20,1000,10,30,4,20,4202111
random-930-nodos-15,0.5,0.3,20,1000,10,930,15,20,3805428221
random-800-nodos-5,0.5,0.3,20,1000,10,800,5,20,2416726359
random-60-nodos-5,0.5,0.3,20,1000,10,60,5,20,6019070
random-130-nodos-12,0.5,0.3,20,1000,10,130,12,20,18107585
random-700-nodos-5,0.5,0.3,20,1000,10,700,5,20,1616096122
random-660-nodos-18,0.5,0.3,20,1000,10,660,18,20,1383347999
random-210-nodos-5,0.5,0.3,20,1000,10,210,5,20,56208440
random-410-nodos-0,0.5,0.3,20,1000,10,410,0,20,339946241
random-710-nodos-13,0.5,0.3,20,1000,10,710,13,20,1715103089
random-730-nodos-5,0.5,0.3,20,1000,10,730,5,20,1848853193
random-270-nodos-19,0.5,0.3,20,1000,10,270,19,20,107158866
random-560-nodos-14,0.5,0.3,20,1000,10,560,14,20,842905086
random-840-nodos-7,0.5,0.3,20,1000,10,840,7,20,2819243047
random-530-nodos-16,0.5,0.3,20,1000,10,530,16,20,701571975
random-70-nodos-1,0.5,0.3,20,1000,10,70,1,20,6581815
random-60-nodos-0,0.5,0.3,20,1000,10,60,0,20,5643801
random-660-nodos-10,0.5,0.3,20,1000,10,660,10,20,1366254371
random-360-nodos-15,0.5,0.3,20,1000,10,360,15,20,235218017
random-110-nodos-17,0.5,0.3,20,1000,10,110,17,20,13115221
random-160-nodos-13,0.5,0.3,20,1000,10,160,13,20,29667459
random-880-nodos-12,0.5,0.3,20,1000,10,880,12,20,3261963149
random-60-nodos-4,0.5,0.3,20,1000,10,60,4,20,5669525
random-710-nodos-8,0.5,0.3,20,1000,10,710,8,20,1714789430
random-120-nodos-18,0.5,0.3,20,1000,10,120,18,20,15185133
random-710-nodos-2,0.5,0.3,20,1000,10,710,2,20,1719009633
random-980-nodos-9,0.5,0.3,20,1000,10,980,9,20,4464748201
random-70-nodos-10,0.5,0.3,20,1000,10,70,10,20,6952326
random-850-nodos-19,0.5,0.3,20,1000,10,850,19,20,2914171153
random-830-nodos-10,0.5,0.3,20,1000,10,830,10,20,2718738372
random-30-nodos-0,0.5,0.3,20,1000,10,30,0,20,4091429
random-710-nodos-19,0.5,0.3,20,1000,10,710,19,20,1712604380
random-490-nodos-13,0.5,0.3,20,1000,10,490,13,20,564783459
random-940-nodos-10,0.5,0.3,20,1000,10,940,10,20,3933115550
random-310-nodos-1,0.5,0.3,20,1000,10,310,1,20,155855105
random-50-nodos-15,0.5,0.3,20,1000,10,50,15,20,4907768
random-580-nodos-15,0.5,0.3,20,1000,10,580,15,20,926125211
random-180-nodos-10,0.5,0.3,20,1000,10,180,10,20,37630355
random-560-nodos-5,0.5,0.3,20,1000,10,560,5,20,838966140
random-140-nodos-4,0.5,0.3,20,1000,10,140,4,20,23414904
random-660-nodos-15,0.5,0.3,20,1000,10,660,15,20,1369282825
random-610-nodos-7,0.5,0.3,20,1000,10,610,7,20,1091324421
random-210-nodos-19,0.5,0.3,20,1000,10,210,19,20,55357026
random-810-nodos-11,0.5,0.3,20,1000,10,810,11,20,2520056273
random-630-nodos-7,0.5,0.3,20,1000,10,630,7,20,1190350864
random-370-nodos-16,0.5,0.3,20,1000,10,370,16,20,258959267
random-380-nodos-2,0.5,0.3,20,1000,10,380,2,20,273017844
random-40-nodos-0,0.5,0.3,20,1000,10,40,0,20,4420327
random-260-nodos-12,0.5,0.3,20,1000,10,260,12,20,97701265
random-530-nodos-9,0.5,0.3,20,1000,10,530,9,20,704207024
random-440-nodos-16,0.5,0.3,20,1000,10,440,16,20,424126075
random-390-nodos-5,0.5,0.3,20,1000,10,390,5,20,295724646
random-740-nodos-11,0.5,0.3,20,1000,10,740,11,20,1939916024
random-910-nodos-5,0.5,0.3,20,1000,10,910,5,20,3611937783
random-140-nodos-10,0.5,0.3,20,1000,10,140,10,20,21222510
random-300-nodos-2,0.5,0.3,20,1000,10,300,2,20,142355944
random-740-nodos-6,0.5,0.3,20,1000,10,740,6,20,1920103341
random-330-nodos-2,0.5,0.3,20,1000,10,330,2,20,185986723
random-80-nodos-1,0.5,0.3,20,1000,10,80,1,20,7459601
random-320-nodos-7,0.5,0.3,20,1000,10,320,7,20,170783842
random-510-nodos-13,0.5,0.3,20,1000,10,510,13,20,626970109
random-60-nodos-15,0.5,0.3,20,1000,10,60,15,20,5648634
random-60-nodos-9,0.5,0.3,20,1000,10,60,9,20,5438398
random-60-nodos-17,0.5,0.3,20,1000,10,60,17,20,5357261
random-810-nodos-14,0.5,0.3,20,1000,10,810,14,20,2522399486
random-420-nodos-12,0.5,0.3,20,1000,10,420,12,20,363981123
random-480-nodos-14,0.5,0.3,20,1000,10,480,14,20,527382012
random-940-nodos-2,0.5,0.3,20,1000,10,940,2,20,3893488023
random-680-nodos-0,0.5,0.3,20,1000,10,680,0,20,1492022856
random-540-nodos-0,0.5,0.3,20,1000,10,540,0,20,747904057
random-700-nodos-2,0.5,0.3,20,1000,10,700,2,20,1624232972
random-860-nodos-3,0.5,0.3,20,1000,10,860,3,20,3002629800
random-530-nodos-11,0.5,0.3,20,1000,10,530,11,20,703756671
random-550-nodos-7,0.5,0.3,20,1000,10,550,7,20,784374947
random-570-nodos-5,0.5,0.3,20,1000,10,570,5,20,886344336
random-310-nodos-15,0.5,0.3,20,1000,10,310,15,20,157083046
random-460-nodos-15,0.5,0.3,20,1000,10,460,15,20,468489665
random-120-nodos-1,0.5,0.3,20,1000,10,120,1,20,17640019
random-190-nodos-0,0.5,0.3,20,1000,10,190,0,20,42662712
random-240-nodos-3,0.5,0.3,20,1000,10,240,3,20,77702387
random-450-nodos-10,0.5,0.3,20,1000,10,450,10,20,441291275
random-300-nodos-4,0.5,0.3,20,1000,10,300,4,20,146506057
random-270-nodos-12,0.5,0.3,20,1000,10,270,12,20,104776545
random-460-nodos-5,0.5,0.3,20,1000,10,460,5,20,477554214
random-390-nodos-4,0.5,0.3,20,1000,10,390,4,20,295069797
random-90-nodos-10,0.5,0.3,20,1000,10,90,10,20,8914279
random-610-nodos-14,0.5,0.3,20,1000,10,610,14,20,1083667256
random-280-nodos-10,0.5,0.3,20,1000,10,280,10,20,119291732
random-890-nodos-18,0.5,0.3,20,1000,10,890,18,20,3327350337
random-140-nodos-8,0.5,0.3,20,1000,10,140,8,20,24142092
random-590-nodos-10,0.5,0.3,20,1000,10,590,10,20,976383249
random-970-nodos-8,0.5,0.3,20,1000,10,970,8,20,4279082743
random-590-nodos-16,0.5,0.3,20,1000,10,590,16,20,981648359
random-850-nodos-0,0.5,0.3,20,1000,10,850,0,20,2906230995
random-220-nodos-7,0.5,0.3,20,1000,10,220,7,20,63404620
random-200-nodos-2,0.5,0.3,20,1000,10,200,2,20,49860742
random-440-nodos-5,0.5,0.3,20,1000,10,440,5,20,420691311
random-90-nodos-13,0.5,0.3,20,1000,10,90,13,20,9284472
random-880-nodos-17,0.5,0.3,20,1000,10,880,17,20,3234368754
random-980-nodos-16,0.5,0.3,20,1000,10,980,16,20,4429828157
random-50-nodos-5,0.5,0.3,20,1000,10,50,5,20,5155440
random-240-nodos-6,0.5,0.3,20,1000,10,240,6,20,80625011
random-860-nodos-9,0.5,0.3,20,1000,10,860,9,20,3025495994
random-460-nodos-19,0.5,0.3,20,1000,10,460,19,20,474850975
random-100-nodos-10,0.5,0.3,20,1000,10,100,10,20,11298982
random-320-nodos-16,0.5,0.3,20,1000,10,320,16,20,177591653
random-900-nodos-13,0.5,0.3,20,1000,10,900,13,20,3447852940
random-570-nodos-11,0.5,0.3,20,1000,10,570,11,20,883849482
random-740-nodos-12,0.5,0.3,20,1000,10,740,12,20,1925520942
random-690-nodos-8,0.5,0.3,20,1000,10,690,8,20,1554016995
random-500-nodos-11,0.5,0.3,20,1000,10,500,11,20,596437466
random-700-nodos-7,0.5,0.3,20,1000,10,700,7,20,1632433302
random-840-nodos-17,0.5,0.3,20,1000,10,840,17,20,2803537198
random-240-nodos-16,0.5,0.3,20,1000,10,240,16,20,80820376
random-670-nodos-16,0.5,0.3,20,1000,10,670,16,20,1441023650
random-70-nodos-19,0.5,0.3,20,1000,10,70,19,20,6731891
random-450-nodos-6,0.5,0.3,20,1000,10,450,6,20,440691538
random-170-nodos-10,0.5,0.3,20,1000,10,170,10,20,33664428
random-290-nodos-4,0.5,0.3,20,1000,10,290,4,20,130313406
random-900-nodos-1,0.5,0.3,20,1000,10,900,1,20,3437251260
random-570-nodos-7,0.5,0.3,20,1000,10,570,7,20,883550661
random-60-nodos-7,0.5,0.3,20,1000,10,60,7,20,5531194
random-990-nodos-7,0.5,0.3,20,1000,10,990,7,20,4520225033
random-790-nodos-14,0.5,0.3,20,1000,10,790,14,20,2329772567
random-620-nodos-0,0.5,0.3,20,1000,10,620,0,20,1132120679
random-300-nodos-11,0.5,0.3,20,1000,10,300,11,20,141525800
random-780-nodos-0,0.5,0.3,20,1000,10,780,0,20,2256269629
random-790-nodos-1,0.5,0.3,20,1000,10,790,1,20,2335866936
random-230-nodos-13,0.5,0.3,20,1000,10,230,13,20,72367508
random-870-nodos-6,0.5,0.3,20,1000,10,870,6,20,3121403258
random-610-nodos-17,0.5,0.3,20,1000,10,610,17,20,1074794048
random-890-nodos-11,0.5,0.3,20,1000,10,890,11,20,3363764716
random-860-nodos-16,0.5,0.3,20,1000,10,860,16,20,3013520378
random-950-nodos-17,0.5,0.3,20,1000,10,950,17,20,4049380009
random-810-nodos-15,0.5,0.3,20,1000,10,810,15,20,2517151291
random-660-nodos-13,0.5,0.3,20,1000,10,660,13,20,1365641114
random-620-nodos-5,0.5,0.3,20,1000,10,620,5,20,1123777125
random-490-nodos-11,0.5,0.3,20,1000,10,490,11,20,569346112
random-410-nodos-12,0.5,0.3,20,1000,10,410,12,20,343134882
random-440-nodos-14,0.5,0.3,20,1000,10,440,14,20,419804714
random-400-nodos-3,0.5,0.3,20,1000,10,400,3,20,315459626
random-350-nodos-7,0.5,0.3,20,1000,10,350,7,20,220049350
random-720-nodos-4,0.5,0.3,20,1000,10,720,4,20,1769744264
random-750-nodos-17,0.5,0.3,20,1000,10,750,17,20,1994927973
random-830-nodos-13,0.5,0.3,20,1000,10,830,13,20,2731658333
random-180-nodos-13,0.5,0.3,20,1000,10,180,13,20,38529767
random-140-nodos-18,0.5,0.3,20,1000,10,140,18,20,21109187
random-30-nodos-12,0.5,0.3,20,1000,10,30,12,20,4037515
random-410-nodos-1,0.5,0.3,20,1000,10,410,1,20,340878075
random-30-nodos-6,0.5,0.3,20,1000,10,30,6,20,4020616
random-950-nodos-8,0.5,0.3,20,1000,10,950,8,20,4022805798
random-550-nodos-9,0.5,0.3,20,1000,10,550,9,20,795714241
random-680-nodos-10,0.5,0.3,20,1000,10,680,10,20,1489901325
random-510-nodos-2,0.5,0.3,20,1000,10,510,2,20,639546413
random-800-nodos-9,0.5,0.3,20,1000,10,800,9,20,2435692779
random-100-nodos-1,0.5,0.3,20,1000,10,100,1,20,11064302
random-720-nodos-2,0.5,0.3,20,1000,10,720,2,20,1770642454
random-890-nodos-14,0.5,0.3,20,1000,10,890,14,20,3374712273
random-530-nodos-13,0.5,0.3,20,1000,10,530,13,20,710265987
random-330-nodos-1,0.5,0.3,20,1000,10,330,1,20,190051845
random-310-nodos-18,0.5,0.3,20,1000,10,310,18,20,156757491
random-170-nodos-6,0.5,0.3,20,1000,10,170,6,20,32965558
random-210-nodos-11,0.5,0.3,20,1000,10,210,11,20,55997664
random-970-nodos-6,0.5,0.3,20,1000,10,970,6,20,4314302746
random-420-nodos-11,0.5,0.3,20,1000,10,420,11,20,364357971
random-20-nodos-17,0.5,0.3,20,1000,10,20,17,20,3954053
random-510-nodos-19,0.5,0.3,20,1000,10,510,19,20,630788826
random-280-nodos-17,0.5,0.3,20,1000,10,280,17,20,117570410
random-540-nodos-14,0.5,0.3,20,1000,10,540,14,20,742075797
random-430-nodos-17,0.5,0.3,20,1000,10,430,17,20,389464801
random-340-nodos-7,0.5,0.3,20,1000,10,340,7,20,207277299
random-930-nodos-11,0.5,0.3,20,1000,10,930,11,20,3795847588
random-540-nodos-3,0.5,0.3,20,1000,10,540,3,20,761420699
random-50-nodos-11,0.5,0.3,20,1000,10,50,11,20,5247524
random-20-nodos-16,0.5,0.3,20,1000,10,20,16,20,4154309
random-580-nodos-3,0.5,0.3,20,1000,10,580,3,20,934892354
random-220-nodos-14,0.5,0.3,20,1000,10,220,14,20,62915323
random-910-nodos-17,0.5,0.3,20,1000,10,910,17,20,3571052104
random-20-nodos-4,0.5,0.3,20,1000,10,20,4,20,3789491
random-170-nodos-7,0.5,0.3,20,1000,10,170,7,20,33742745
random-460-nodos-12,0.5,0.3,20,1000,10,460,12,20,464568379
random-660-nodos-2,0.5,0.3,20,1000,10,660,2,20,1368337613
random-440-nodos-9,0.5,0.3,20,1000,10,440,9,20,419709470
random-520-nodos-11,0.5,0.3,20,1000,10,520,11,20,666539259
random-390-nodos-17,0.5,0.3,20,1000,10,390,17,20,294067576
random-620-nodos-18,0.5,0.3,20,1000,10,620,18,20,1142282911
random-700-nodos-0,0.5,0.3,20,1000,10,700,0,20,1619811493
random-560-nodos-8,0.5,0.3,20,1000,10,560,8,20,841642594
random-650-nodos-5,0.5,0.3,20,1000,10,650,5,20,1293888589
random-940-nodos-17,0.5,0.3,20,1000,10,940,17,20,3931777705
random-640-nodos-2,0.5,0.3,20,1000,10,640,2,20,1250237807
random-740-nodos-3,0.5,0.3,20,1000,10,740,3,20,1923911169
random-600-nodos-8,0.5,0.3,20,1000,10,600,8,20,1015218960
random-70-nodos-8,0.5,0.3,20,1000,10,70,8,20,6837343
random-960-nodos-3,0.5,0.3,20,1000,10,960,3,20,4169841869
random-510-nodos-14,0.5,0.3,20,1000,10,510,14,20,623531729
random-630-nodos-6,0.5,0.3,20,1000,10,630,6,20,1195369498
random-140-nodos-3,0.5,0.3,20,1000,10,140,3,20,21262835
random-890-nodos-6,0.5,0.3,20,1000,10,890,6,20,3346725223
random-540-nodos-1,0.5,0.3,20,1000,10,540,1,20,754039663
random-140-nodos-1,0.5,0.3,20,1000,10,140,1,20,21011979
random-330-nodos-6,0.5,0.3,20,1000,10,330,6,20,187750707
random-100-nodos-5,0.5,0.3,20,1000,10,100,5,20,11569640
random-700-nodos-13,0.5,0.3,20,1000,10,700,13,20,1610372247
random-270-nodos-16,0.5,0.3,20,1000,10,270,16,20,106078451
random-700-nodos-15,0.5,0.3,20,1000,10,700,15,20,1625586601
random-80-nodos-14,0.5,0.3,20,1000,10,80,14,20,8105209
random-770-nodos-5,0.5,0.3,20,1000,10,770,5,20,2196300076
random-550-nodos-14,0.5,0.3,20,1000,10,550,14,20,800677615
random-350-nodos-17,0.5,0.3,20,1000,10,350,17,20,217597086
random-150-nodos-0,0.5,0.3,20,1000,10,150,0,20,24493857
random-830-nodos-8,0.5,0.3,20,1000,10,830,8,20,2723589658
random-930-nodos-13,0.5,0.3,20,1000,10,930,13,20,3790188550
random-740-nodos-7,0.5,0.3,20,1000,10,740,7,20,1926059130
random-520-nodos-10,0.5,0.3,20,1000,10,520,10,20,669667227
random-180-nodos-17,0.5,0.3,20,1000,10,180,17,20,37914911
random-730-nodos-9,0.5,0.3,20,1000,10,730,9,20,1850776338
random-410-nodos-9,0.5,0.3,20,1000,10,410,9,20,341347271
random-390-nodos-15,0.5,0.3,20,1000,10,390,15,20,293742157
random-970-nodos-9,0.5,0.3,20,1000,10,970,9,20,4294489657
random-800-nodos-2,0.5,0.3,20,1000,10,800,2,20,2427990998
random-480-nodos-2,0.5,0.3,20,1000,10,480,2,20,532185298
random-530-nodos-19,0.5,0.3,20,1000,10,530,19,20,709357251
random-200-nodos-7,0.5,0.3,20,1000,10,200,7,20,50101207
random-320-nodos-12,0.5,0.3,20,1000,10,320,12,20,173403799
random-930-nodos-9,0.5,0.3,20,1000,10,930,9,20,3798299966
random-80-nodos-13,0.5,0.3,20,1000,10,80,13,20,7711025
random-410-nodos-17,0.5,0.3,20,1000,10,410,17,20,339537800
random-170-nodos-1,0.5,0.3,20,1000,10,170,1,20,33161700
random-980-nodos-14,0.5,0.3,20,1000,10,980,14,20,4418291310
random-370-nodos-15,0.5,0.3,20,1000,10,370,15,20,253793142
random-330-nodos-7,0.5,0.3,20,1000,10,330,7,20,185268506
random-200-nodos-1,0.5,0.3,20,1000,10,200,1,20,49090316
random-170-nodos-16,0.5,0.3,20,1000,10,170,16,20,32915801
random-930-nodos-2,0.5,0.3,20,1000,10,930,2,20,3792176071
random-620-nodos-14,0.5,0.3,20,1000,10,620,14,20,1136954879
random-870-nodos-7,0.5,0.3,20,1000,10,870,7,20,3143826540
random-190-nodos-13,0.5,0.3,20,1000,10,190,13,20,44481231
random-570-nodos-4,0.5,0.3,20,1000,10,570,4,20,882656944
random-720-nodos-7,0.5,0.3,20,1000,10,720,7,20,1770919933
random-940-nodos-16,0.5,0.3,20,1000,10,940,16,20,3965374761
random-40-nodos-16,0.5,0.3,20,1000,10,40,16,20,4754908
random-890-nodos-2,0.5,0.3,20,1000,10,890,2,20,3322456003
random-290-nodos-3,0.5,0.3,20,1000,10,290,3,20,132281572
random-870-nodos-11,0.5,0.3,20,1000,10,870,11,20,3115017968
random-250-nodos-11,0.5,0.3,20,1000,10,250,11,20,86374286
random-230-nodos-16,0.5,0.3,20,1000,10,230,16,20,68766063
random-330-nodos-14,0.5,0.3,20,1000,10,330,14,20,187469594
random-340-nodos-2,0.5,0.3,20,1000,10,340,2,20,201449211
random-180-nodos-9,0.5,0.3,20,1000,10,180,9,20,39642681
random-140-nodos-15,0.5,0.3,20,1000,10,140,15,20,23019191
random-870-nodos-1,0.5,0.3,20,1000,10,870,1,20,3112770230
random-440-nodos-4,0.5,0.3,20,1000,10,440,4,20,409366404
random-420-nodos-2,0.5,0.3,20,1000,10,420,2,20,365497449
random-690-nodos-17,0.5,0.3,20,1000,10,690,17,20,1572422346
random-530-nodos-15,0.5,0.3,20,1000,10,530,15,20,698592308
random-50-nodos-10,0.5,0.3,20,1000,10,50,10,20,5471360
random-580-nodos-4,0.5,0.3,20,1000,10,580,4,20,926185807
random-780-nodos-13,0.5,0.3,20,1000,10,780,13,20,2251896202
random-680-nodos-13,0.5,0.3,20,1000,10,680,13,20,1494693788
random-970-nodos-1,0.5,0.3,20,1000,10,970,1,20,4289146731
random-290-nodos-9,0.5,0.3,20,1000,10,290,9,20,133961701
random-770-nodos-18,0.5,0.3,20,1000,10,770,18,20,2167996810
random-280-nodos-16,0.5,0.3,20,1000,10,280,16,20,119172464
random-570-nodos-16,0.5,0.3,20,1000,10,570,16,20,885746913
random-450-nodos-0,0.5,0.3,20,1000,10,450,0,20,442924716
random-570-nodos-6,0.5,0.3,20,1000,10,570,6,20,879695857
random-920-nodos-7,0.5,0.3,20,1000,10,920,7,20,3659990264
random-250-nodos-3,0.5,0.3,20,1000,10,250,3,20,85685361
