nombre,p,m,min_cant_nodos,max_cant_nodos,step_nodos,cant_nodos,nro_intento,cant_intentos,tiempo_ns
random-250-nodos-2,0.5,380,20,1000,10,250,2,5,7121769
random-220-nodos-4,0.5,380,20,1000,10,220,4,5,5975048
random-370-nodos-2,0.5,380,20,1000,10,370,2,5,7760435
random-850-nodos-1,0.5,380,20,1000,10,850,1,5,16519655
random-110-nodos-3,0.5,380,20,1000,10,110,3,5,5643430
random-500-nodos-4,0.5,380,20,1000,10,500,4,5,8749571
random-700-nodos-4,0.5,380,20,1000,10,700,4,5,14513480
random-830-nodos-2,0.5,380,20,1000,10,830,2,5,15604551
random-650-nodos-0,0.5,380,20,1000,10,650,0,5,12548283
random-280-nodos-3,0.5,380,20,1000,10,280,3,5,7554747
random-960-nodos-4,0.5,380,20,1000,10,960,4,5,23367614
random-490-nodos-1,0.5,380,20,1000,10,490,1,5,8511187
random-170-nodos-0,0.5,380,20,1000,10,170,0,5,9153962
random-470-nodos-3,0.5,380,20,1000,10,470,3,5,8770809
random-290-nodos-2,0.5,380,20,1000,10,290,2,5,6225970
random-810-nodos-0,0.5,380,20,1000,10,810,0,5,18159036
random-590-nodos-0,0.5,380,20,1000,10,590,0,5,10888380
random-760-nodos-3,0.5,380,20,1000,10,760,3,5,16108938
random-540-nodos-4,0.5,380,20,1000,10,540,4,5,10087986
random-290-nodos-0,0.5,380,20,1000,10,290,0,5,6508234
random-600-nodos-1,0.5,380,20,1000,10,600,1,5,11978581
random-470-nodos-1,0.5,380,20,1000,10,470,1,5,10931024
random-690-nodos-3,0.5,380,20,1000,10,690,3,5,19241650
random-910-nodos-3,0.5,380,20,1000,10,910,3,5,17796777
random-320-nodos-1,0.5,380,20,1000,10,320,1,5,6403604
random-240-nodos-1,0.5,380,20,1000,10,240,1,5,5762310
random-790-nodos-2,0.5,380,20,1000,10,790,2,5,18791820
random-120-nodos-4,0.5,380,20,1000,10,120,4,5,5892148
random-550-nodos-3,0.5,380,20,1000,10,550,3,5,9566670
random-510-nodos-3,0.5,380,20,1000,10,510,3,5,8741764
random-520-nodos-1,0.5,380,20,1000,10,520,1,5,9070679
random-670-nodos-0,0.5,380,20,1000,10,670,0,5,16107637
random-700-nodos-3,0.5,380,20,1000,10,700,3,5,13600012
random-80-nodos-0,0.5,380,20,1000,10,80,0,5,6898845
random-420-nodos-4,0.5,380,20,1000,10,420,4,5,10048264
random-40-nodos-1,0.5,380,20,1000,10,40,1,5,7566092
random-280-nodos-1,0.5,380,20,1000,10,280,1,5,6286402
random-420-nodos-1,0.5,380,20,1000,10,420,1,5,9642971
random-950-nodos-4,0.5,380,20,1000,10,950,4,5,22091153
random-430-nodos-2,0.5,380,20,1000,10,430,2,5,8187237
random-260-nodos-3,0.5,380,20,1000,10,260,3,5,6113315
random-780-nodos-1,0.5,380,20,1000,10,780,1,5,18300225
random-590-nodos-3,0.5,380,20,1000,10,590,3,5,11043224
random-200-nodos-0,0.5,380,20,1000,10,200,0,5,7097551
random-550-nodos-2,0.5,380,20,1000,10,550,2,5,10796964
random-410-nodos-3,0.5,380,20,1000,10,410,3,5,10093845
random-740-nodos-0,0.5,380,20,1000,10,740,0,5,14393022
random-920-nodos-4,0.5,380,20,1000,10,920,4,5,17999380
random-270-nodos-4,0.5,380,20,1000,10,270,4,5,6232329
random-620-nodos-2,0.5,380,20,1000,10,620,2,5,13611340
random-310-nodos-3,0.5,380,20,1000,10,310,3,5,7919115
random-970-nodos-0,0.5,380,20,1000,10,970,0,5,19802957
random-360-nodos-3,0.5,380,20,1000,10,360,3,5,6952571
random-120-nodos-2,0.5,380,20,1000,10,120,2,5,5770075
random-520-nodos-2,0.5,380,20,1000,10,520,2,5,11643245
random-50-nodos-1,0.5,380,20,1000,10,50,1,5,5591505
random-450-nodos-4,0.5,380,20,1000,10,450,4,5,8699796
random-280-nodos-4,0.5,380,20,1000,10,280,4,5,8303920
random-430-nodos-3,0.5,380,20,1000,10,430,3,5,10939210
random-770-nodos-3,0.5,380,20,1000,10,770,3,5,15665056
random-860-nodos-0,0.5,380,20,1000,10,860,0,5,16464428
random-510-nodos-0,0.5,380,20,1000,10,510,0,5,10391912
random-850-nodos-3,0.5,380,20,1000,10,850,3,5,20497790
random-300-nodos-1,0.5,380,20,1000,10,300,1,5,6161565
random-550-nodos-1,0.5,380,20,1000,10,550,1,5,13666255
random-830-nodos-0,0.5,380,20,1000,10,830,0,5,15907325
random-350-nodos-0,0.5,380,20,1000,10,350,0,5,6863767
random-930-nodos-0,0.5,380,20,1000,10,930,0,5,19792480
random-570-nodos-0,0.5,380,20,1000,10,570,0,5,10258842
random-840-nodos-4,0.5,380,20,1000,10,840,4,5,18253017
random-440-nodos-3,0.5,380,20,1000,10,440,3,5,8721783
random-380-nodos-4,0.5,380,20,1000,10,380,4,5,7193115
random-410-nodos-4,0.5,380,20,1000,10,410,4,5,8624137
random-40-nodos-2,0.5,380,20,1000,10,40,2,5,5389616
