nombre,n,p,p_densidad,cant_densidades,nro_intento,cant_intentos,val
random-0.19999999999999998-pdens-0,200,0.8444444444444444,0.19999999999999998,20,0,1,4.64628e-13
random-0.7499999999999999-pdens-0,200,0.10555555555555556,0.7499999999999999,20,0,1,1.88405e-13
random-0.7499999999999999-pdens-0,200,0.2111111111111111,0.7499999999999999,20,0,1,1.75859e-13
random-0.7499999999999999-pdens-0,200,0.31666666666666665,0.7499999999999999,20,0,1,1.81966e-13
random-0.7499999999999999-pdens-0,200,0.4222222222222222,0.7499999999999999,20,0,1,1.69753e-13
random-0.7499999999999999-pdens-0,200,0.5277777777777778,0.7499999999999999,20,0,1,2.12941e-13
random-0.7499999999999999-pdens-0,200,0.6333333333333333,0.7499999999999999,20,0,1,2.89657e-13
random-0.7499999999999999-pdens-0,200,0.7388888888888889,0.7499999999999999,20,0,1,3.41727e-13
random-0.7499999999999999-pdens-0,200,0.8444444444444444,0.7499999999999999,20,0,1,4.95048e-13
random-0.049999999999999996-pdens-0,200,0.10555555555555556,0.049999999999999996,20,0,1,1.25011e-13
random-0.049999999999999996-pdens-0,200,0.2111111111111111,0.049999999999999996,20,0,1,1.21014e-13
random-0.049999999999999996-pdens-0,200,0.31666666666666665,0.049999999999999996,20,0,1,1.19571e-13
random-0.049999999999999996-pdens-0,200,0.4222222222222222,0.049999999999999996,20,0,1,1.31894e-13
random-0.049999999999999996-pdens-0,200,0.5277777777777778,0.049999999999999996,20,0,1,1.69087e-13
random-0.049999999999999996-pdens-0,200,0.6333333333333333,0.049999999999999996,20,0,1,1.79079e-13
random-0.049999999999999996-pdens-0,200,0.7388888888888889,0.049999999999999996,20,0,1,2.4003e-13
random-0.049999999999999996-pdens-0,200,0.8444444444444444,0.049999999999999996,20,0,1,3.88134e-13
random-0.6-pdens-0,200,0.10555555555555556,0.6,20,0,1,1.57097e-13
random-0.6-pdens-0,200,0.2111111111111111,0.6,20,0,1,1.72307e-13
random-0.6-pdens-0,200,0.31666666666666665,0.6,20,0,1,1.66311e-13
random-0.6-pdens-0,200,0.4222222222222222,0.6,20,0,1,1.9007e-13
random-0.6-pdens-0,200,0.5277777777777778,0.6,20,0,1,2.28928e-13
random-0.6-pdens-0,200,0.6333333333333333,0.6,20,0,1,2.51688e-13
random-0.6-pdens-0,200,0.7388888888888889,0.6,20,0,1,2.97096e-13
random-0.6-pdens-0,200,0.8444444444444444,0.6,20,0,1,6.20837e-13
random-0.6499999999999999-pdens-0,200,0.10555555555555556,0.6499999999999999,20,0,1,1.73306e-13
random-0.6499999999999999-pdens-0,200,0.2111111111111111,0.6499999999999999,20,0,1,1.55098e-13
random-0.6499999999999999-pdens-0,200,0.31666666666666665,0.6499999999999999,20,0,1,1.90514e-13
random-0.6499999999999999-pdens-0,200,0.4222222222222222,0.6499999999999999,20,0,1,1.60427e-13
random-0.6499999999999999-pdens-0,200,0.5277777777777778,0.6499999999999999,20,0,1,2.14162e-13
random-0.6499999999999999-pdens-0,200,0.6333333333333333,0.6499999999999999,20,0,1,2.61124e-13
random-0.6499999999999999-pdens-0,200,0.7388888888888889,0.6499999999999999,20,0,1,3.2907e-13
random-0.6499999999999999-pdens-0,200,0.8444444444444444,0.6499999999999999,20,0,1,6.43374e-13
random-0.7-pdens-0,200,0.10555555555555556,0.7,20,0,1,2.27041e-13
random-0.7-pdens-0,200,0.2111111111111111,0.7,20,0,1,2.18936e-13
random-0.7-pdens-0,200,0.31666666666666665,0.7,20,0,1,1.81188e-13
random-0.7-pdens-0,200,0.4222222222222222,0.7,20,0,1,1.71863e-13
random-0.7-pdens-0,200,0.5277777777777778,0.7,20,0,1,2.02727e-13
random-0.7-pdens-0,200,0.6333333333333333,0.7,20,0,1,2.65565e-13
random-0.7-pdens-0,200,0.7388888888888889,0.7,20,0,1,3.23852e-13
random-0.7-pdens-0,200,0.8444444444444444,0.7,20,0,1,4.96159e-13
random-0.5499999999999999-pdens-0,200,0.10555555555555556,0.5499999999999999,20,0,1,1.69975e-13
random-0.5499999999999999-pdens-0,200,0.2111111111111111,0.5499999999999999,20,0,1,1.48881e-13
random-0.5499999999999999-pdens-0,200,0.31666666666666665,0.5499999999999999,20,0,1,1.8785e-13
random-0.5499999999999999-pdens-0,200,0.4222222222222222,0.5499999999999999,20,0,1,1.71974e-13
random-0.5499999999999999-pdens-0,200,0.5277777777777778,0.5499999999999999,20,0,1,1.93623e-13
random-0.5499999999999999-pdens-0,200,0.6333333333333333,0.5499999999999999,20,0,1,2.82219e-13
random-0.5499999999999999-pdens-0,200,0.7388888888888889,0.5499999999999999,20,0,1,3.37397e-13
random-0.5499999999999999-pdens-0,200,0.8444444444444444,0.5499999999999999,20,0,1,5.419e-13
random-0.95-pdens-0,200,0.10555555555555556,0.95,20,0,1,1.63203e-13
random-0.95-pdens-0,200,0.2111111111111111,0.95,20,0,1,1.47549e-13
random-0.95-pdens-0,200,0.31666666666666665,0.95,20,0,1,1.672e-13
random-0.95-pdens-0,200,0.4222222222222222,0.95,20,0,1,1.83742e-13
random-0.95-pdens-0,200,0.5277777777777778,0.95,20,0,1,2.12719e-13
random-0.95-pdens-0,200,0.6333333333333333,0.95,20,0,1,2.4758e-13
random-0.95-pdens-0,200,0.7388888888888889,0.95,20,0,1,3.73923e-13
random-0.95-pdens-0,200,0.8444444444444444,0.95,20,0,1,7.10432e-13
random-0.85-pdens-0,200,0.10555555555555556,0.85,20,0,1,1.65312e-13
random-0.85-pdens-0,200,0.2111111111111111,0.85,20,0,1,1.84852e-13
random-0.85-pdens-0,200,0.31666666666666665,0.85,20,0,1,2.28484e-13
random-0.85-pdens-0,200,0.4222222222222222,0.85,20,0,1,1.76859e-13
random-0.85-pdens-0,200,0.5277777777777778,0.85,20,0,1,2.07279e-13
random-0.85-pdens-0,200,0.6333333333333333,0.85,20,0,1,2.90545e-13
random-0.85-pdens-0,200,0.7388888888888889,0.85,20,0,1,4.00568e-13
random-0.85-pdens-0,200,0.8444444444444444,0.85,20,0,1,5.26135e-13
random-0.35-pdens-0,200,0.10555555555555556,0.35,20,0,1,1.42553e-13
random-0.35-pdens-0,200,0.2111111111111111,0.35,20,0,1,1.74416e-13
random-0.35-pdens-0,200,0.31666666666666665,0.35,20,0,1,1.63092e-13
random-0.35-pdens-0,200,0.4222222222222222,0.35,20,0,1,1.55986e-13
random-0.35-pdens-0,200,0.5277777777777778,0.35,20,0,1,2.11275e-13
random-0.35-pdens-0,200,0.6333333333333333,0.35,20,0,1,2.4869e-13
random-0.35-pdens-0,200,0.7388888888888889,0.35,20,0,1,3.05866e-13
random-0.35-pdens-0,200,0.8444444444444444,0.35,20,0,1,4.60965e-13
random-0.49999999999999994-pdens-0,200,0.10555555555555556,0.49999999999999994,20,0,1,1.64535e-13
random-0.49999999999999994-pdens-0,200,0.2111111111111111,0.49999999999999994,20,0,1,1.72751e-13
random-0.49999999999999994-pdens-0,200,0.31666666666666665,0.49999999999999994,20,0,1,1.81299e-13
random-0.49999999999999994-pdens-0,200,0.4222222222222222,0.49999999999999994,20,0,1,1.7375e-13
random-0.49999999999999994-pdens-0,200,0.5277777777777778,0.49999999999999994,20,0,1,2.00062e-13
random-0.49999999999999994-pdens-0,200,0.6333333333333333,0.49999999999999994,20,0,1,2.43694e-13
random-0.49999999999999994-pdens-0,200,0.7388888888888889,0.49999999999999994,20,0,1,2.75002e-13
random-0.49999999999999994-pdens-0,200,0.8444444444444444,0.49999999999999994,20,0,1,4.64961e-13
random-0.39999999999999997-pdens-0,200,0.10555555555555556,0.39999999999999997,20,0,1,1.59539e-13
random-0.39999999999999997-pdens-0,200,0.2111111111111111,0.39999999999999997,20,0,1,1.60649e-13
random-0.39999999999999997-pdens-0,200,0.31666666666666665,0.39999999999999997,20,0,1,1.65423e-13
random-0.39999999999999997-pdens-0,200,0.4222222222222222,0.39999999999999997,20,0,1,1.72529e-13
random-0.39999999999999997-pdens-0,200,0.5277777777777778,0.39999999999999997,20,0,1,1.97842e-13
random-0.39999999999999997-pdens-0,200,0.6333333333333333,0.39999999999999997,20,0,1,2.58349e-13
random-0.39999999999999997-pdens-0,200,0.7388888888888889,0.39999999999999997,20,0,1,3.03313e-13
random-0.39999999999999997-pdens-0,200,0.8444444444444444,0.39999999999999997,20,0,1,5.01821e-13
