nombre,n,p,p_densidad,cant_densidades,nro_intento,cant_intentos,tiempo_ns
random-0.12312312312312312-pdens-2,200,0.5,0.12312312312312312,1000,2,5,43119014
random-0.8868868868868869-pdens-1,200,0.5,0.8868868868868869,1000,1,5,69087569
random-0.38038038038038036-pdens-4,200,0.5,0.38038038038038036,1000,4,5,54003090
random-0.9379379379379379-pdens-3,200,0.5,0.9379379379379379,1000,3,5,69102055
random-0.37037037037037035-pdens-4,200,0.5,0.37037037037037035,1000,4,5,52662463
random-0.031031031031031032-pdens-1,200,0.5,0.031031031031031032,1000,1,5,19928025
random-0.5575575575575575-pdens-1,200,0.5,0.5575575575575575,1000,1,5,58861630
random-0.5295295295295295-pdens-4,200,0.5,0.5295295295295295,1000,4,5,57311923
random-0.6976976976976977-pdens-0,200,0.5,0.6976976976976977,1000,0,5,63267727
random-0.2732732732732733-pdens-3,200,0.5,0.2732732732732733,1000,3,5,49188205
random-0.9569569569569569-pdens-1,200,0.5,0.9569569569569569,1000,1,5,69486687
random-0.14514514514514515-pdens-4,200,0.5,0.14514514514514515,1000,4,5,41525918
random-0.025025025025025023-pdens-0,200,0.5,0.025025025025025023,1000,0,5,16275972
random-0.08008008008008008-pdens-4,200,0.5,0.08008008008008008,1000,4,5,34877479
random-0.023023023023023025-pdens-3,200,0.5,0.023023023023023025,1000,3,5,16267573
random-0.34034034034034033-pdens-2,200,0.5,0.34034034034034033,1000,2,5,53016837
random-0.2222222222222222-pdens-2,200,0.5,0.2222222222222222,1000,2,5,47177987
random-0.6876876876876877-pdens-3,200,0.5,0.6876876876876877,1000,3,5,62680350
random-0.32932932932932935-pdens-2,200,0.5,0.32932932932932935,1000,2,5,51680696
random-0.5705705705705706-pdens-3,200,0.5,0.5705705705705706,1000,3,5,60383658
random-0.8688688688688688-pdens-1,200,0.5,0.8688688688688688,1000,1,5,66932513
random-0.013013013013013013-pdens-4,200,0.5,0.013013013013013013,1000,4,5,8007023
random-0.14614614614614616-pdens-3,200,0.5,0.14614614614614616,1000,3,5,45351102
random-0.11511511511511512-pdens-2,200,0.5,0.11511511511511512,1000,2,5,39098898
random-0.5665665665665666-pdens-1,200,0.5,0.5665665665665666,1000,1,5,58692898
random-0.5665665665665666-pdens-2,200,0.5,0.5665665665665666,1000,2,5,58289862
random-0.8108108108108109-pdens-2,200,0.5,0.8108108108108109,1000,2,5,66697782
random-0.6596596596596597-pdens-2,200,0.5,0.6596596596596597,1000,2,5,61979215
random-0.3133133133133133-pdens-2,200,0.5,0.3133133133133133,1000,2,5,49390621
random-0.9119119119119119-pdens-0,200,0.5,0.9119119119119119,1000,0,5,68991303
random-0.03403403403403403-pdens-3,200,0.5,0.03403403403403403,1000,3,5,21313213
random-0.7287287287287287-pdens-0,200,0.5,0.7287287287287287,1000,0,5,63458810
random-0.5495495495495496-pdens-4,200,0.5,0.5495495495495496,1000,4,5,59260763
random-0.7177177177177178-pdens-3,200,0.5,0.7177177177177178,1000,3,5,63897069
random-0.6676676676676676-pdens-4,200,0.5,0.6676676676676676,1000,4,5,63152767
random-0.4164164164164164-pdens-2,200,0.5,0.4164164164164164,1000,2,5,54207257
random-0.11611611611611611-pdens-0,200,0.5,0.11611611611611611,1000,0,5,38383003
random-0.3263263263263263-pdens-0,200,0.5,0.3263263263263263,1000,0,5,50810709
random-0.8548548548548548-pdens-4,200,0.5,0.8548548548548548,1000,4,5,66615607
random-0.8128128128128128-pdens-2,200,0.5,0.8128128128128128,1000,2,5,67009687
random-0.7237237237237237-pdens-2,200,0.5,0.7237237237237237,1000,2,5,64384380
random-0.8098098098098098-pdens-3,200,0.5,0.8098098098098098,1000,3,5,70255785
random-0.8358358358358359-pdens-0,200,0.5,0.8358358358358359,1000,0,5,68036546
random-0.3813813813813814-pdens-3,200,0.5,0.3813813813813814,1000,3,5,52246983
random-0.025025025025025023-pdens-3,200,0.5,0.025025025025025023,1000,3,5,15947646
random-0.08308308308308308-pdens-2,200,0.5,0.08308308308308308,1000,2,5,33191885
random-0.3863863863863864-pdens-0,200,0.5,0.3863863863863864,1000,0,5,55903496
random-0.16116116116116116-pdens-4,200,0.5,0.16116116116116116,1000,4,5,44612370
random-0.958958958958959-pdens-4,200,0.5,0.958958958958959,1000,4,5,70567801
random-0.7037037037037037-pdens-2,200,0.5,0.7037037037037037,1000,2,5,64362138
random-0.6436436436436437-pdens-2,200,0.5,0.6436436436436437,1000,2,5,61441402
random-0.2112112112112112-pdens-3,200,0.5,0.2112112112112112,1000,3,5,46741046
random-0.3023023023023023-pdens-3,200,0.5,0.3023023023023023,1000,3,5,48223265
random-0.36036036036036034-pdens-4,200,0.5,0.36036036036036034,1000,4,5,51204527
random-0.8028028028028028-pdens-2,200,0.5,0.8028028028028028,1000,2,5,67573918
random-0.14714714714714713-pdens-4,200,0.5,0.14714714714714713,1000,4,5,42641553
random-0.3483483483483483-pdens-2,200,0.5,0.3483483483483483,1000,2,5,50857315
random-0.21921921921921922-pdens-2,200,0.5,0.21921921921921922,1000,2,5,45877803
random-0.49149149149149146-pdens-4,200,0.5,0.49149149149149146,1000,4,5,56756195
random-0.16416416416416416-pdens-2,200,0.5,0.16416416416416416,1000,2,5,42358095
random-0.7247247247247247-pdens-0,200,0.5,0.7247247247247247,1000,0,5,63411397
random-0.6146146146146146-pdens-1,200,0.5,0.6146146146146146,1000,1,5,59425273
random-0.35935935935935936-pdens-1,200,0.5,0.35935935935935936,1000,1,5,52056880
random-0.5865865865865866-pdens-2,200,0.5,0.5865865865865866,1000,2,5,60558565
random-0.35835835835835833-pdens-2,200,0.5,0.35835835835835833,1000,2,5,52229196
random-0.9309309309309309-pdens-0,200,0.5,0.9309309309309309,1000,0,5,68739232
random-0.5885885885885885-pdens-4,200,0.5,0.5885885885885885,1000,4,5,59780678
random-0.5655655655655656-pdens-1,200,0.5,0.5655655655655656,1000,1,5,60164199
random-0.6906906906906907-pdens-0,200,0.5,0.6906906906906907,1000,0,5,64341882
random-0.15915915915915915-pdens-0,200,0.5,0.15915915915915915,1000,0,5,41328534
random-0.001001001001001001-pdens-4,200,0.5,0.001001001001001001,1000,4,5,4637583
random-0.3253253253253253-pdens-4,200,0.5,0.3253253253253253,1000,4,5,50263332
random-0.6966966966966966-pdens-0,200,0.5,0.6966966966966966,1000,0,5,63040847
random-0.2932932932932933-pdens-1,200,0.5,0.2932932932932933,1000,1,5,50793686
random-0.7337337337337337-pdens-2,200,0.5,0.7337337337337337,1000,2,5,64472404
random-0.8098098098098098-pdens-1,200,0.5,0.8098098098098098,1000,1,5,66365819
random-0.3313313313313313-pdens-3,200,0.5,0.3313313313313313,1000,3,5,50919069
random-0.8198198198198198-pdens-3,200,0.5,0.8198198198198198,1000,3,5,66061123
random-0.6606606606606606-pdens-2,200,0.5,0.6606606606606606,1000,2,5,61549779
random-0.10810810810810811-pdens-3,200,0.5,0.10810810810810811,1000,3,5,39511925
random-0.06306306306306306-pdens-2,200,0.5,0.06306306306306306,1000,2,5,30556953
random-0.7197197197197197-pdens-1,200,0.5,0.7197197197197197,1000,1,5,64333552
random-0.8168168168168168-pdens-2,200,0.5,0.8168168168168168,1000,2,5,65647687
random-0.7037037037037037-pdens-3,200,0.5,0.7037037037037037,1000,3,5,63122035
random-0.018018018018018018-pdens-2,200,0.5,0.018018018018018018,1000,2,5,10360882
random-0.08308308308308308-pdens-4,200,0.5,0.08308308308308308,1000,4,5,33861414
random-0.7467467467467468-pdens-3,200,0.5,0.7467467467467468,1000,3,5,64862479
random-0.42542542542542544-pdens-2,200,0.5,0.42542542542542544,1000,2,5,54232574
random-0.19119119119119118-pdens-1,200,0.5,0.19119119119119118,1000,1,5,43418761
random-0.9369369369369369-pdens-4,200,0.5,0.9369369369369369,1000,4,5,69533831
random-0.27627627627627627-pdens-3,200,0.5,0.27627627627627627,1000,3,5,49190348
random-0.4924924924924925-pdens-3,200,0.5,0.4924924924924925,1000,3,5,57405873
random-0.2022022022022022-pdens-4,200,0.5,0.2022022022022022,1000,4,5,43754289
random-0.8828828828828829-pdens-4,200,0.5,0.8828828828828829,1000,4,5,66953579
random-0.4954954954954955-pdens-1,200,0.5,0.4954954954954955,1000,1,5,57147768
random-0.04104104104104104-pdens-3,200,0.5,0.04104104104104104,1000,3,5,23214875
random-0.95995995995996-pdens-4,200,0.5,0.95995995995996,1000,4,5,70403652
random-0.17617617617617617-pdens-2,200,0.5,0.17617617617617617,1000,2,5,44410189
random-0.6996996996996997-pdens-4,200,0.5,0.6996996996996997,1000,4,5,62525013
random-0.5855855855855856-pdens-3,200,0.5,0.5855855855855856,1000,3,5,58500995
random-0.6376376376376376-pdens-3,200,0.5,0.6376376376376376,1000,3,5,61011181
random-0.47047047047047047-pdens-3,200,0.5,0.47047047047047047,1000,3,5,55411103
random-0.5805805805805806-pdens-4,200,0.5,0.5805805805805806,1000,4,5,60453592
random-0.938938938938939-pdens-2,200,0.5,0.938938938938939,1000,2,5,69938362
random-0.4494494494494494-pdens-1,200,0.5,0.4494494494494494,1000,1,5,55951800
random-0.06706706706706707-pdens-4,200,0.5,0.06706706706706707,1000,4,5,31082321
random-0.2932932932932933-pdens-0,200,0.5,0.2932932932932933,1000,0,5,48190970
random-0.953953953953954-pdens-3,200,0.5,0.953953953953954,1000,3,5,70493392
random-0.7077077077077077-pdens-3,200,0.5,0.7077077077077077,1000,3,5,63750515
random-0.8248248248248248-pdens-0,200,0.5,0.8248248248248248,1000,0,5,66189509
random-0.8698698698698699-pdens-2,200,0.5,0.8698698698698699,1000,2,5,68900058
random-0.943943943943944-pdens-0,200,0.5,0.943943943943944,1000,0,5,70576518
random-0.4944944944944945-pdens-2,200,0.5,0.4944944944944945,1000,2,5,57900639
random-0.5905905905905906-pdens-3,200,0.5,0.5905905905905906,1000,3,5,62922879
random-0.7117117117117117-pdens-3,200,0.5,0.7117117117117117,1000,3,5,64298611
random-0.978978978978979-pdens-0,200,0.5,0.978978978978979,1000,0,5,69508166
random-0.6356356356356356-pdens-1,200,0.5,0.6356356356356356,1000,1,5,61412473
random-0.4294294294294294-pdens-3,200,0.5,0.4294294294294294,1000,3,5,55999153
random-0.6196196196196196-pdens-3,200,0.5,0.6196196196196196,1000,3,5,60416854
random-0.3943943943943944-pdens-4,200,0.5,0.3943943943943944,1000,4,5,54561933
random-0.5255255255255256-pdens-1,200,0.5,0.5255255255255256,1000,1,5,57650407
random-0.4244244244244244-pdens-4,200,0.5,0.4244244244244244,1000,4,5,54070788
random-0.3023023023023023-pdens-0,200,0.5,0.3023023023023023,1000,0,5,53111789
random-0.8748748748748749-pdens-1,200,0.5,0.8748748748748749,1000,1,5,67365371
random-0.36936936936936937-pdens-0,200,0.5,0.36936936936936937,1000,0,5,51963659
random-0.7837837837837838-pdens-2,200,0.5,0.7837837837837838,1000,2,5,65545626
random-0.7217217217217217-pdens-0,200,0.5,0.7217217217217217,1000,0,5,63600501
random-0.7937937937937938-pdens-3,200,0.5,0.7937937937937938,1000,3,5,65075075
random-0.2272272272272272-pdens-3,200,0.5,0.2272272272272272,1000,3,5,45838782
random-0.6456456456456456-pdens-0,200,0.5,0.6456456456456456,1000,0,5,61630654
random-0.14114114114114115-pdens-1,200,0.5,0.14114114114114115,1000,1,5,41009279
random-0.2042042042042042-pdens-2,200,0.5,0.2042042042042042,1000,2,5,44836050
random-0.5385385385385385-pdens-0,200,0.5,0.5385385385385385,1000,0,5,56770554
random-0.44144144144144143-pdens-4,200,0.5,0.44144144144144143,1000,4,5,53951441
random-0.9719719719719719-pdens-0,200,0.5,0.9719719719719719,1000,0,5,71481477
random-0.10010010010010009-pdens-2,200,0.5,0.10010010010010009,1000,2,5,36503705
random-0.3533533533533533-pdens-2,200,0.5,0.3533533533533533,1000,2,5,51050377
random-0.11911911911911911-pdens-4,200,0.5,0.11911911911911911,1000,4,5,38407118
random-0.8008008008008007-pdens-4,200,0.5,0.8008008008008007,1000,4,5,67308791
random-0.2972972972972973-pdens-4,200,0.5,0.2972972972972973,1000,4,5,49529613
random-0.6136136136136137-pdens-1,200,0.5,0.6136136136136137,1000,1,5,59710874
random-0.6236236236236237-pdens-2,200,0.5,0.6236236236236237,1000,2,5,60778922
random-0.7487487487487487-pdens-0,200,0.5,0.7487487487487487,1000,0,5,64508325
random-0.40040040040040037-pdens-0,200,0.5,0.40040040040040037,1000,0,5,53830994
random-0.9319319319319319-pdens-0,200,0.5,0.9319319319319319,1000,0,5,68253645
random-0.8928928928928929-pdens-0,200,0.5,0.8928928928928929,1000,0,5,69590196
random-0.5535535535535535-pdens-2,200,0.5,0.5535535535535535,1000,2,5,58454860
random-0.25625625625625625-pdens-0,200,0.5,0.25625625625625625,1000,0,5,47074030
random-0.8848848848848849-pdens-2,200,0.5,0.8848848848848849,1000,2,5,68126755
random-0.029029029029029027-pdens-0,200,0.5,0.029029029029029027,1000,0,5,18136910
random-0.6796796796796797-pdens-4,200,0.5,0.6796796796796797,1000,4,5,62457327
random-0.48148148148148145-pdens-2,200,0.5,0.48148148148148145,1000,2,5,56172356
random-0.8568568568568569-pdens-2,200,0.5,0.8568568568568569,1000,2,5,67177678
random-0.9569569569569569-pdens-3,200,0.5,0.9569569569569569,1000,3,5,69618898
random-0.8438438438438438-pdens-3,200,0.5,0.8438438438438438,1000,3,5,65653892
random-0.9309309309309309-pdens-1,200,0.5,0.9309309309309309,1000,1,5,72227902
random-0.3563563563563564-pdens-3,200,0.5,0.3563563563563564,1000,3,5,51972651
random-0.9009009009009009-pdens-4,200,0.5,0.9009009009009009,1000,4,5,68814270
random-0.02702702702702703-pdens-4,200,0.5,0.02702702702702703,1000,4,5,16299772
random-0.15215215215215216-pdens-1,200,0.5,0.15215215215215216,1000,1,5,43008575
random-0.9409409409409409-pdens-3,200,0.5,0.9409409409409409,1000,3,5,70603019
random-0.3253253253253253-pdens-0,200,0.5,0.3253253253253253,1000,0,5,51764034
random-0.44744744744744747-pdens-3,200,0.5,0.44744744744744747,1000,3,5,55959179
random-0.7607607607607607-pdens-0,200,0.5,0.7607607607607607,1000,0,5,64641337
random-0.09009009009009009-pdens-4,200,0.5,0.09009009009009009,1000,4,5,35836852
random-0.8498498498498498-pdens-2,200,0.5,0.8498498498498498,1000,2,5,66468657
random-0.06806806806806806-pdens-0,200,0.5,0.06806806806806806,1000,0,5,30791332
random-0.26926926926926925-pdens-3,200,0.5,0.26926926926926925,1000,3,5,48611712
random-0.38738738738738737-pdens-2,200,0.5,0.38738738738738737,1000,2,5,55609982
random-0.7997997997997998-pdens-0,200,0.5,0.7997997997997998,1000,0,5,66745135
random-0.04904904904904905-pdens-3,200,0.5,0.04904904904904905,1000,3,5,25903591
random-0.16416416416416416-pdens-1,200,0.5,0.16416416416416416,1000,1,5,43596702
random-0.8478478478478478-pdens-3,200,0.5,0.8478478478478478,1000,3,5,66967002
random-0.36436436436436437-pdens-1,200,0.5,0.36436436436436437,1000,1,5,52117224
random-0.17917917917917917-pdens-2,200,0.5,0.17917917917917917,1000,2,5,43111690
random-0.6766766766766766-pdens-3,200,0.5,0.6766766766766766,1000,3,5,65172651
random-0.3983983983983984-pdens-1,200,0.5,0.3983983983983984,1000,1,5,55878008
random-0.7077077077077077-pdens-4,200,0.5,0.7077077077077077,1000,4,5,64370278
random-0.4904904904904905-pdens-1,200,0.5,0.4904904904904905,1000,1,5,55611807
random-0.8558558558558559-pdens-2,200,0.5,0.8558558558558559,1000,2,5,69256214
random-0.6106106106106106-pdens-0,200,0.5,0.6106106106106106,1000,0,5,61849854
random-0.32432432432432434-pdens-4,200,0.5,0.32432432432432434,1000,4,5,51839931
random-0.4954954954954955-pdens-3,200,0.5,0.4954954954954955,1000,3,5,55537585
random-0.3813813813813814-pdens-1,200,0.5,0.3813813813813814,1000,1,5,51715501
random-0.27627627627627627-pdens-4,200,0.5,0.27627627627627627,1000,4,5,50617300
random-0.7737737737737738-pdens-0,200,0.5,0.7737737737737738,1000,0,5,65380364
random-0.24724724724724725-pdens-2,200,0.5,0.24724724724724725,1000,2,5,49849324
random-0.7717717717717718-pdens-0,200,0.5,0.7717717717717718,1000,0,5,66057616
random-0.5065065065065065-pdens-1,200,0.5,0.5065065065065065,1000,1,5,56280925
random-0.7737737737737738-pdens-1,200,0.5,0.7737737737737738,1000,1,5,64924695
random-0.993993993993994-pdens-0,200,0.5,0.993993993993994,1000,0,5,70924737
random-0.6566566566566566-pdens-4,200,0.5,0.6566566566566566,1000,4,5,61012248
random-0.6006006006006006-pdens-4,200,0.5,0.6006006006006006,1000,4,5,59381706
random-0.4084084084084084-pdens-1,200,0.5,0.4084084084084084,1000,1,5,53762256
random-0.7757757757757757-pdens-4,200,0.5,0.7757757757757757,1000,4,5,65408478
random-0.23423423423423423-pdens-1,200,0.5,0.23423423423423423,1000,1,5,45250284
random-0.19119119119119118-pdens-0,200,0.5,0.19119119119119118,1000,0,5,43572032
random-0.24024024024024024-pdens-1,200,0.5,0.24024024024024024,1000,1,5,45526174
random-0.5715715715715716-pdens-3,200,0.5,0.5715715715715716,1000,3,5,60612998
random-0.6686686686686687-pdens-3,200,0.5,0.6686686686686687,1000,3,5,61358563
random-0.22422422422422422-pdens-2,200,0.5,0.22422422422422422,1000,2,5,46302021
random-0.5595595595595596-pdens-3,200,0.5,0.5595595595595596,1000,3,5,58404101
random-0.057057057057057055-pdens-2,200,0.5,0.057057057057057055,1000,2,5,29275211
random-0.6406406406406406-pdens-3,200,0.5,0.6406406406406406,1000,3,5,60813082
random-0.46346346346346345-pdens-1,200,0.5,0.46346346346346345,1000,1,5,54825712
random-0.2772772772772773-pdens-2,200,0.5,0.2772772772772773,1000,2,5,46638646
random-0.002002002002002002-pdens-3,200,0.5,0.002002002002002002,1000,3,5,4871851
random-0.12812812812812813-pdens-4,200,0.5,0.12812812812812813,1000,4,5,39130260
random-0.013013013013013013-pdens-2,200,0.5,0.013013013013013013,1000,2,5,6949057
random-0.8438438438438438-pdens-0,200,0.5,0.8438438438438438,1000,0,5,69657914
random-0.39039039039039036-pdens-2,200,0.5,0.39039039039039036,1000,2,5,52979001
random-0.5355355355355356-pdens-4,200,0.5,0.5355355355355356,1000,4,5,57251022
random-0.6566566566566566-pdens-3,200,0.5,0.6566566566566566,1000,3,5,60974839
random-0.10810810810810811-pdens-4,200,0.5,0.10810810810810811,1000,4,5,41807901
random-0.16816816816816815-pdens-3,200,0.5,0.16816816816816815,1000,3,5,45442653
random-0.5805805805805806-pdens-2,200,0.5,0.5805805805805806,1000,2,5,58287118
random-0.5185185185185185-pdens-0,200,0.5,0.5185185185185185,1000,0,5,57516193
random-0.7817817817817818-pdens-4,200,0.5,0.7817817817817818,1000,4,5,65210966
random-0.8408408408408409-pdens-2,200,0.5,0.8408408408408409,1000,2,5,67596864
random-0.5905905905905906-pdens-1,200,0.5,0.5905905905905906,1000,1,5,59828244
random-0.14114114114114115-pdens-0,200,0.5,0.14114114114114115,1000,0,5,41308829
random-0.33233233233233234-pdens-3,200,0.5,0.33233233233233234,1000,3,5,51410705
random-0.4084084084084084-pdens-2,200,0.5,0.4084084084084084,1000,2,5,55181683
random-0.13313313313313313-pdens-4,200,0.5,0.13313313313313313,1000,4,5,40247758
random-0.34534534534534533-pdens-1,200,0.5,0.34534534534534533,1000,1,5,50595879
random-0.11811811811811812-pdens-4,200,0.5,0.11811811811811812,1000,4,5,39836703
random-0.45545545545545546-pdens-4,200,0.5,0.45545545545545546,1000,4,5,57448486
random-0.003003003003003003-pdens-0,200,0.5,0.003003003003003003,1000,0,5,4708430
random-0.983983983983984-pdens-2,200,0.5,0.983983983983984,1000,2,5,70173583
random-0.8758758758758759-pdens-4,200,0.5,0.8758758758758759,1000,4,5,67881565
random-0.22322322322322322-pdens-1,200,0.5,0.22322322322322322,1000,1,5,45500931
random-0.23623623623623624-pdens-0,200,0.5,0.23623623623623624,1000,0,5,45324474
random-0.7777777777777778-pdens-0,200,0.5,0.7777777777777778,1000,0,5,65452732
random-0.5935935935935935-pdens-2,200,0.5,0.5935935935935935,1000,2,5,59061517
random-0.4184184184184184-pdens-3,200,0.5,0.4184184184184184,1000,3,5,55653983
random-0.7307307307307307-pdens-2,200,0.5,0.7307307307307307,1000,2,5,63955983
random-0.04804804804804805-pdens-3,200,0.5,0.04804804804804805,1000,3,5,26057979
random-0.22422422422422422-pdens-3,200,0.5,0.22422422422422422,1000,3,5,47993494
random-0.995995995995996-pdens-4,200,0.5,0.995995995995996,1000,4,5,71373531
random-0.3053053053053053-pdens-3,200,0.5,0.3053053053053053,1000,3,5,54338915
random-0.1931931931931932-pdens-3,200,0.5,0.1931931931931932,1000,3,5,43664020
random-0.2652652652652653-pdens-4,200,0.5,0.2652652652652653,1000,4,5,48176798
random-0.8768768768768769-pdens-0,200,0.5,0.8768768768768769,1000,0,5,67272212
random-0.7827827827827828-pdens-1,200,0.5,0.7827827827827828,1000,1,5,65758630
random-0.3003003003003003-pdens-3,200,0.5,0.3003003003003003,1000,3,5,48958408
random-0.37237237237237236-pdens-4,200,0.5,0.37237237237237236,1000,4,5,53343579
random-0.35535535535535534-pdens-4,200,0.5,0.35535535535535534,1000,4,5,51964492
random-0.6316316316316316-pdens-0,200,0.5,0.6316316316316316,1000,0,5,62533437
random-0.8468468468468469-pdens-4,200,0.5,0.8468468468468469,1000,4,5,67699497
random-0.8678678678678678-pdens-1,200,0.5,0.8678678678678678,1000,1,5,66690772
random-0.08508508508508508-pdens-3,200,0.5,0.08508508508508508,1000,3,5,35796590
random-0.2802802802802803-pdens-3,200,0.5,0.2802802802802803,1000,3,5,48337851
random-0.06006006006006006-pdens-1,200,0.5,0.06006006006006006,1000,1,5,31609995
random-0.980980980980981-pdens-0,200,0.5,0.980980980980981,1000,0,5,70898613
random-0.21921921921921922-pdens-1,200,0.5,0.21921921921921922,1000,1,5,44364719
random-0.6396396396396397-pdens-3,200,0.5,0.6396396396396397,1000,3,5,60683591
random-0.94994994994995-pdens-4,200,0.5,0.94994994994995,1000,4,5,70397353
random-0.3083083083083083-pdens-4,200,0.5,0.3083083083083083,1000,4,5,49359493
random-0.9179179179179179-pdens-3,200,0.5,0.9179179179179179,1000,3,5,69196648
random-0.9209209209209209-pdens-1,200,0.5,0.9209209209209209,1000,1,5,67990903
random-0.24024024024024024-pdens-0,200,0.5,0.24024024024024024,1000,0,5,46815556
random-0.3283283283283283-pdens-2,200,0.5,0.3283283283283283,1000,2,5,52441487
random-0.964964964964965-pdens-4,200,0.5,0.964964964964965,1000,4,5,69307397
random-0.20020020020020018-pdens-2,200,0.5,0.20020020020020018,1000,2,5,45789610
random-0.8128128128128128-pdens-4,200,0.5,0.8128128128128128,1000,4,5,65794348
random-0.5685685685685685-pdens-1,200,0.5,0.5685685685685685,1000,1,5,58336376
random-0.2852852852852853-pdens-1,200,0.5,0.2852852852852853,1000,1,5,50785369
random-0.4134134134134134-pdens-2,200,0.5,0.4134134134134134,1000,2,5,55051073
random-0.7537537537537538-pdens-0,200,0.5,0.7537537537537538,1000,0,5,64928230
random-0.062062062062062065-pdens-2,200,0.5,0.062062062062062065,1000,2,5,29799731
random-0.3843843843843844-pdens-2,200,0.5,0.3843843843843844,1000,2,5,52515990
random-0.44044044044044045-pdens-0,200,0.5,0.44044044044044045,1000,0,5,54048670
random-0.16516516516516516-pdens-2,200,0.5,0.16516516516516516,1000,2,5,43546077
random-0.8598598598598598-pdens-0,200,0.5,0.8598598598598598,1000,0,5,67877932
random-0.22522522522522523-pdens-1,200,0.5,0.22522522522522523,1000,1,5,46255261
random-0.07607607607607608-pdens-3,200,0.5,0.07607607607607608,1000,3,5,32761781
random-0.21521521521521522-pdens-1,200,0.5,0.21521521521521522,1000,1,5,45705279
random-0.3843843843843844-pdens-1,200,0.5,0.3843843843843844,1000,1,5,54821367
random-0.973973973973974-pdens-3,200,0.5,0.973973973973974,1000,3,5,84577303
random-0.3683683683683684-pdens-1,200,0.5,0.3683683683683684,1000,1,5,51739499
random-0.3943943943943944-pdens-0,200,0.5,0.3943943943943944,1000,0,5,52640143
random-0.45245245245245247-pdens-2,200,0.5,0.45245245245245247,1000,2,5,57740485
random-0.8198198198198198-pdens-4,200,0.5,0.8198198198198198,1000,4,5,68168853
random-0.2182182182182182-pdens-4,200,0.5,0.2182182182182182,1000,4,5,48042009
random-0.27427427427427425-pdens-3,200,0.5,0.27427427427427425,1000,3,5,47521630
random-0.5265265265265265-pdens-2,200,0.5,0.5265265265265265,1000,2,5,57222254
random-0.12112112112112113-pdens-0,200,0.5,0.12112112112112113,1000,0,5,38954652
random-0.39039039039039036-pdens-0,200,0.5,0.39039039039039036,1000,0,5,52145179
random-0.2062062062062062-pdens-1,200,0.5,0.2062062062062062,1000,1,5,44155785
random-0.2122122122122122-pdens-2,200,0.5,0.2122122122122122,1000,2,5,45527564
random-0.43343343343343343-pdens-3,200,0.5,0.43343343343343343,1000,3,5,57215605
random-0.8488488488488488-pdens-0,200,0.5,0.8488488488488488,1000,0,5,65953652
random-0.963963963963964-pdens-2,200,0.5,0.963963963963964,1000,2,5,68774649
random-0.948948948948949-pdens-1,200,0.5,0.948948948948949,1000,1,5,70124886
random-0.34734734734734735-pdens-1,200,0.5,0.34734734734734735,1000,1,5,51847511
random-0.997997997997998-pdens-2,200,0.5,0.997997997997998,1000,2,5,71099214
random-0.3863863863863864-pdens-4,200,0.5,0.3863863863863864,1000,4,5,52310702
random-0.9629629629629629-pdens-0,200,0.5,0.9629629629629629,1000,0,5,69326697
random-0.8728728728728729-pdens-3,200,0.5,0.8728728728728729,1000,3,5,67012267
random-0.6526526526526526-pdens-2,200,0.5,0.6526526526526526,1000,2,5,62362047
random-0.17917917917917917-pdens-1,200,0.5,0.17917917917917917,1000,1,5,43212731
random-0.15015015015015015-pdens-4,200,0.5,0.15015015015015015,1000,4,5,43859871
random-0.7367367367367368-pdens-2,200,0.5,0.7367367367367368,1000,2,5,64460344
random-0.6366366366366366-pdens-2,200,0.5,0.6366366366366366,1000,2,5,59705629
random-0.2912912912912913-pdens-2,200,0.5,0.2912912912912913,1000,2,5,48681812
random-0.6066066066066066-pdens-2,200,0.5,0.6066066066066066,1000,2,5,59220650
random-0.26626626626626626-pdens-0,200,0.5,0.26626626626626626,1000,0,5,46311062
random-0.5585585585585585-pdens-3,200,0.5,0.5585585585585585,1000,3,5,60333716
random-0.5785785785785785-pdens-2,200,0.5,0.5785785785785785,1000,2,5,61964188
random-0.25225225225225223-pdens-2,200,0.5,0.25225225225225223,1000,2,5,45801983
random-0.4364364364364364-pdens-3,200,0.5,0.4364364364364364,1000,3,5,55812634
random-0.9259259259259259-pdens-2,200,0.5,0.9259259259259259,1000,2,5,69751046
random-0.17517517517517517-pdens-4,200,0.5,0.17517517517517517,1000,4,5,43159938
random-0.0920920920920921-pdens-1,200,0.5,0.0920920920920921,1000,1,5,37366393
random-0.5305305305305306-pdens-1,200,0.5,0.5305305305305306,1000,1,5,58471889
random-0.5295295295295295-pdens-1,200,0.5,0.5295295295295295,1000,1,5,58613113
random-0.5155155155155156-pdens-0,200,0.5,0.5155155155155156,1000,0,5,58893753
random-0.5725725725725725-pdens-0,200,0.5,0.5725725725725725,1000,0,5,58826794
random-0.4084084084084084-pdens-0,200,0.5,0.4084084084084084,1000,0,5,53861295
random-0.8598598598598598-pdens-1,200,0.5,0.8598598598598598,1000,1,5,69479014
random-0.03003003003003003-pdens-0,200,0.5,0.03003003003003003,1000,0,5,17990036
random-0.5625625625625625-pdens-4,200,0.5,0.5625625625625625,1000,4,5,58926705
random-0.14314314314314314-pdens-4,200,0.5,0.14314314314314314,1000,4,5,41047673
random-0.44544544544544545-pdens-2,200,0.5,0.44544544544544545,1000,2,5,56608535
random-0.5085085085085085-pdens-2,200,0.5,0.5085085085085085,1000,2,5,58936023
