nombre,n,p,p_densidad,cant_densidades,nro_intento,cant_intentos,tiempo_ns
random-0.8188188188188188-pdens-4,200,0.5,0.8188188188188188,1000,4,5,68536675
random-0.9579579579579579-pdens-2,200,0.5,0.9579579579579579,1000,2,5,69061249
random-0.3213213213213213-pdens-2,200,0.5,0.3213213213213213,1000,2,5,52619790
random-0.924924924924925-pdens-0,200,0.5,0.924924924924925,1000,0,5,97823749
random-0.6056056056056056-pdens-3,200,0.5,0.6056056056056056,1000,3,5,59439165
random-0.9069069069069069-pdens-2,200,0.5,0.9069069069069069,1000,2,5,69308740
random-0.9579579579579579-pdens-3,200,0.5,0.9579579579579579,1000,3,5,70146763
random-0.3943943943943944-pdens-2,200,0.5,0.3943943943943944,1000,2,5,53780025
random-0.8838838838838838-pdens-0,200,0.5,0.8838838838838838,1000,0,5,68920303
random-0.22822822822822822-pdens-4,200,0.5,0.22822822822822822,1000,4,5,46840210
random-0.46546546546546547-pdens-2,200,0.5,0.46546546546546547,1000,2,5,55278916
random-0.33933933933933935-pdens-1,200,0.5,0.33933933933933935,1000,1,5,50642511
random-0.8238238238238238-pdens-0,200,0.5,0.8238238238238238,1000,0,5,66901389
random-0.16116116116116116-pdens-2,200,0.5,0.16116116116116116,1000,2,5,42093646
random-0.2112112112112112-pdens-2,200,0.5,0.2112112112112112,1000,2,5,45736443
random-0.36236236236236236-pdens-2,200,0.5,0.36236236236236236,1000,2,5,53059120
random-0.46846846846846846-pdens-3,200,0.5,0.46846846846846846,1000,3,5,55330669
random-0.4064064064064064-pdens-3,200,0.5,0.4064064064064064,1000,3,5,54485008
random-0.3743743743743744-pdens-3,200,0.5,0.3743743743743744,1000,3,5,55795447
random-0.45045045045045046-pdens-3,200,0.5,0.45045045045045046,1000,3,5,54471213
random-0.7637637637637638-pdens-0,200,0.5,0.7637637637637638,1000,0,5,65244649
random-0.978978978978979-pdens-4,200,0.5,0.978978978978979,1000,4,5,69318233
random-0.47647647647647645-pdens-2,200,0.5,0.47647647647647645,1000,2,5,57519759
random-0.6296296296296297-pdens-2,200,0.5,0.6296296296296297,1000,2,5,65934681
random-0.1871871871871872-pdens-2,200,0.5,0.1871871871871872,1000,2,5,43236565
random-0.7547547547547547-pdens-3,200,0.5,0.7547547547547547,1000,3,5,65791866
random-0.5995995995995996-pdens-1,200,0.5,0.5995995995995996,1000,1,5,61804211
random-0.018018018018018018-pdens-4,200,0.5,0.018018018018018018,1000,4,5,12454322
random-0.036036036036036036-pdens-4,200,0.5,0.036036036036036036,1000,4,5,20180417
random-0.2852852852852853-pdens-2,200,0.5,0.2852852852852853,1000,2,5,47920172
random-0.7637637637637638-pdens-4,200,0.5,0.7637637637637638,1000,4,5,66916679
random-0.5775775775775776-pdens-1,200,0.5,0.5775775775775776,1000,1,5,59072914
random-0.17917917917917917-pdens-4,200,0.5,0.17917917917917917,1000,4,5,44995753
random-0.23923923923923923-pdens-1,200,0.5,0.23923923923923923,1000,1,5,47981207
random-0.7827827827827828-pdens-3,200,0.5,0.7827827827827828,1000,3,5,67179896
random-0.5645645645645646-pdens-3,200,0.5,0.5645645645645646,1000,3,5,57930452
random-0.46646646646646645-pdens-3,200,0.5,0.46646646646646645,1000,3,5,55171700
random-0.7437437437437437-pdens-1,200,0.5,0.7437437437437437,1000,1,5,63665647
random-0.3883883883883884-pdens-1,200,0.5,0.3883883883883884,1000,1,5,52695037
random-0.970970970970971-pdens-1,200,0.5,0.970970970970971,1000,1,5,69320956
random-0.4014014014014014-pdens-1,200,0.5,0.4014014014014014,1000,1,5,54451408
random-0.2602602602602603-pdens-0,200,0.5,0.2602602602602603,1000,0,5,49067751
random-0.43243243243243246-pdens-1,200,0.5,0.43243243243243246,1000,1,5,54384754
random-0.20520520520520522-pdens-0,200,0.5,0.20520520520520522,1000,0,5,42934984
random-0.32732732732732733-pdens-2,200,0.5,0.32732732732732733,1000,2,5,50755231
random-0.4014014014014014-pdens-4,200,0.5,0.4014014014014014,1000,4,5,55226745
random-0.13313313313313313-pdens-2,200,0.5,0.13313313313313313,1000,2,5,40049976
random-0.36336336336336333-pdens-2,200,0.5,0.36336336336336333,1000,2,5,52092908
random-0.9289289289289289-pdens-4,200,0.5,0.9289289289289289,1000,4,5,68882476
random-0.8798798798798799-pdens-0,200,0.5,0.8798798798798799,1000,0,5,66908325
random-0.7557557557557557-pdens-1,200,0.5,0.7557557557557557,1000,1,5,64322980
random-0.6506506506506506-pdens-1,200,0.5,0.6506506506506506,1000,1,5,76954750
random-0.29929929929929927-pdens-1,200,0.5,0.29929929929929927,1000,1,5,50000399
random-0.2042042042042042-pdens-0,200,0.5,0.2042042042042042,1000,0,5,51551432
random-0.12512512512512514-pdens-4,200,0.5,0.12512512512512514,1000,4,5,41279943
random-0.8868868868868869-pdens-4,200,0.5,0.8868868868868869,1000,4,5,69470777
random-0.8888888888888888-pdens-2,200,0.5,0.8888888888888888,1000,2,5,68027971
random-0.8198198198198198-pdens-1,200,0.5,0.8198198198198198,1000,1,5,67020388
random-0.8548548548548548-pdens-1,200,0.5,0.8548548548548548,1000,1,5,88111931
random-0.18018018018018017-pdens-3,200,0.5,0.18018018018018017,1000,3,5,43321885
random-0.6406406406406406-pdens-1,200,0.5,0.6406406406406406,1000,1,5,60714175
random-0.0-pdens-0,200,0.5,0.0,1000,0,5,4508955
random-0.98998998998999-pdens-3,200,0.5,0.98998998998999,1000,3,5,69733966
random-0.6386386386386387-pdens-2,200,0.5,0.6386386386386387,1000,2,5,60133850
random-0.06806806806806806-pdens-4,200,0.5,0.06806806806806806,1000,4,5,30287798
random-0.08808808808808809-pdens-4,200,0.5,0.08808808808808809,1000,4,5,38485723
random-0.8728728728728729-pdens-1,200,0.5,0.8728728728728729,1000,1,5,67474132
random-0.7357357357357357-pdens-1,200,0.5,0.7357357357357357,1000,1,5,63008604
random-0.6796796796796797-pdens-0,200,0.5,0.6796796796796797,1000,0,5,64683504
random-0.8118118118118118-pdens-0,200,0.5,0.8118118118118118,1000,0,5,68078830
random-0.980980980980981-pdens-1,200,0.5,0.980980980980981,1000,1,5,71720058
random-0.9469469469469469-pdens-0,200,0.5,0.9469469469469469,1000,0,5,71590111
random-0.12512512512512514-pdens-2,200,0.5,0.12512512512512514,1000,2,5,40441024
random-0.5055055055055055-pdens-0,200,0.5,0.5055055055055055,1000,0,5,59536003
random-0.45645645645645644-pdens-0,200,0.5,0.45645645645645644,1000,0,5,56611358
random-0.6806806806806807-pdens-2,200,0.5,0.6806806806806807,1000,2,5,62657379
random-0.2172172172172172-pdens-1,200,0.5,0.2172172172172172,1000,1,5,44954921
random-0.7527527527527528-pdens-3,200,0.5,0.7527527527527528,1000,3,5,66315000
random-0.24424424424424424-pdens-1,200,0.5,0.24424424424424424,1000,1,5,47863191
random-0.5775775775775776-pdens-0,200,0.5,0.5775775775775776,1000,0,5,59999708
random-0.94994994994995-pdens-2,200,0.5,0.94994994994995,1000,2,5,70676012
random-0.5865865865865866-pdens-0,200,0.5,0.5865865865865866,1000,0,5,59623717
random-0.3383383383383383-pdens-1,200,0.5,0.3383383383383383,1000,1,5,50382272
random-0.037037037037037035-pdens-3,200,0.5,0.037037037037037035,1000,3,5,20644140
random-0.6076076076076076-pdens-3,200,0.5,0.6076076076076076,1000,3,5,60392289
random-0.1781781781781782-pdens-3,200,0.5,0.1781781781781782,1000,3,5,46498975
random-0.3883883883883884-pdens-4,200,0.5,0.3883883883883884,1000,4,5,54101345
random-0.6036036036036035-pdens-4,200,0.5,0.6036036036036035,1000,4,5,60372605
random-0.04204204204204204-pdens-3,200,0.5,0.04204204204204204,1000,3,5,22540191
random-0.6246246246246246-pdens-1,200,0.5,0.6246246246246246,1000,1,5,60114060
random-0.11011011011011011-pdens-1,200,0.5,0.11011011011011011,1000,1,5,37701072
random-0.28928928928928926-pdens-3,200,0.5,0.28928928928928926,1000,3,5,48994143
random-0.36936936936936937-pdens-1,200,0.5,0.36936936936936937,1000,1,5,51956588
random-0.5895895895895896-pdens-1,200,0.5,0.5895895895895896,1000,1,5,60461146
random-0.6776776776776777-pdens-0,200,0.5,0.6776776776776777,1000,0,5,63022742
random-0.6086086086086087-pdens-0,200,0.5,0.6086086086086087,1000,0,5,60852183
random-0.06306306306306306-pdens-0,200,0.5,0.06306306306306306,1000,0,5,32516790
random-0.7367367367367368-pdens-4,200,0.5,0.7367367367367368,1000,4,5,66516152
random-0.6306306306306306-pdens-0,200,0.5,0.6306306306306306,1000,0,5,60938601
random-0.5235235235235235-pdens-2,200,0.5,0.5235235235235235,1000,2,5,58092972
random-0.7247247247247247-pdens-1,200,0.5,0.7247247247247247,1000,1,5,63867525
random-0.13913913913913914-pdens-0,200,0.5,0.13913913913913914,1000,0,5,40429352
random-0.9029029029029029-pdens-0,200,0.5,0.9029029029029029,1000,0,5,68225793
random-0.6466466466466466-pdens-0,200,0.5,0.6466466466466466,1000,0,5,62142216
random-0.4344344344344344-pdens-0,200,0.5,0.4344344344344344,1000,0,5,54969537
random-0.24924924924924924-pdens-3,200,0.5,0.24924924924924924,1000,3,5,50359115
random-0.1011011011011011-pdens-0,200,0.5,0.1011011011011011,1000,0,5,36870427
random-0.29929929929929927-pdens-0,200,0.5,0.29929929929929927,1000,0,5,51694252
random-0.43843843843843844-pdens-2,200,0.5,0.43843843843843844,1000,2,5,54381577
random-0.14014014014014015-pdens-3,200,0.5,0.14014014014014015,1000,3,5,39520724
random-0.05305305305305305-pdens-1,200,0.5,0.05305305305305305,1000,1,5,27728743
random-0.8488488488488488-pdens-2,200,0.5,0.8488488488488488,1000,2,5,68909761
random-0.025025025025025023-pdens-2,200,0.5,0.025025025025025023,1000,2,5,15470930
random-0.950950950950951-pdens-3,200,0.5,0.950950950950951,1000,3,5,70351608
random-0.08008008008008008-pdens-0,200,0.5,0.08008008008008008,1000,0,5,32761619
random-0.1041041041041041-pdens-2,200,0.5,0.1041041041041041,1000,2,5,36896949
random-0.15915915915915915-pdens-4,200,0.5,0.15915915915915915,1000,4,5,42704847
random-0.7827827827827828-pdens-2,200,0.5,0.7827827827827828,1000,2,5,66338780
random-0.4854854854854855-pdens-2,200,0.5,0.4854854854854855,1000,2,5,57715247
random-0.36236236236236236-pdens-4,200,0.5,0.36236236236236236,1000,4,5,51929791
random-0.6916916916916916-pdens-2,200,0.5,0.6916916916916916,1000,2,5,62638141
random-0.09109109109109109-pdens-2,200,0.5,0.09109109109109109,1000,2,5,35040460
random-0.3033033033033033-pdens-3,200,0.5,0.3033033033033033,1000,3,5,49829669
random-0.6786786786786787-pdens-3,200,0.5,0.6786786786786787,1000,3,5,63630383
random-0.8638638638638638-pdens-1,200,0.5,0.8638638638638638,1000,1,5,68900531
random-0.6916916916916916-pdens-1,200,0.5,0.6916916916916916,1000,1,5,63135437
random-0.6366366366366366-pdens-1,200,0.5,0.6366366366366366,1000,1,5,60205876
random-0.6076076076076076-pdens-2,200,0.5,0.6076076076076076,1000,2,5,61484441
random-0.04704704704704705-pdens-2,200,0.5,0.04704704704704705,1000,2,5,26132471
random-0.07207207207207207-pdens-0,200,0.5,0.07207207207207207,1000,0,5,31598475
random-0.7437437437437437-pdens-3,200,0.5,0.7437437437437437,1000,3,5,64046206
random-0.7457457457457457-pdens-2,200,0.5,0.7457457457457457,1000,2,5,64883625
random-0.6726726726726726-pdens-1,200,0.5,0.6726726726726726,1000,1,5,82747948
random-0.024024024024024024-pdens-3,200,0.5,0.024024024024024024,1000,3,5,13306886
random-0.7557557557557557-pdens-2,200,0.5,0.7557557557557557,1000,2,5,68118066
random-0.997997997997998-pdens-1,200,0.5,0.997997997997998,1000,1,5,69817268
random-0.3083083083083083-pdens-1,200,0.5,0.3083083083083083,1000,1,5,50060222
random-0.28128128128128127-pdens-1,200,0.5,0.28128128128128127,1000,1,5,50169037
random-0.09109109109109109-pdens-3,200,0.5,0.09109109109109109,1000,3,5,35032775
random-0.4214214214214214-pdens-3,200,0.5,0.4214214214214214,1000,3,5,53106519
random-0.09009009009009009-pdens-0,200,0.5,0.09009009009009009,1000,0,5,36349769
random-0.35535535535535534-pdens-3,200,0.5,0.35535535535535534,1000,3,5,51753385
random-0.12412412412412413-pdens-0,200,0.5,0.12412412412412413,1000,0,5,38631202
random-0.22922922922922923-pdens-2,200,0.5,0.22922922922922923,1000,2,5,46247252
random-0.6066066066066066-pdens-1,200,0.5,0.6066066066066066,1000,1,5,61015310
random-0.7637637637637638-pdens-3,200,0.5,0.7637637637637638,1000,3,5,92389130
random-0.7347347347347347-pdens-1,200,0.5,0.7347347347347347,1000,1,5,64407182
random-0.2042042042042042-pdens-4,200,0.5,0.2042042042042042,1000,4,5,44411356
random-0.6126126126126126-pdens-3,200,0.5,0.6126126126126126,1000,3,5,60155029
random-0.7437437437437437-pdens-4,200,0.5,0.7437437437437437,1000,4,5,64125225
random-0.45645645645645644-pdens-4,200,0.5,0.45645645645645644,1000,4,5,54913322
random-0.18118118118118118-pdens-0,200,0.5,0.18118118118118118,1000,0,5,42323894
random-0.4574574574574575-pdens-0,200,0.5,0.4574574574574575,1000,0,5,54080306
random-0.7147147147147147-pdens-3,200,0.5,0.7147147147147147,1000,3,5,63508742
random-0.5765765765765766-pdens-3,200,0.5,0.5765765765765766,1000,3,5,59906171
random-0.933933933933934-pdens-0,200,0.5,0.933933933933934,1000,0,5,71348400
random-0.924924924924925-pdens-1,200,0.5,0.924924924924925,1000,1,5,69380957
random-0.7597597597597597-pdens-3,200,0.5,0.7597597597597597,1000,3,5,64447512
random-0.13013013013013014-pdens-4,200,0.5,0.13013013013013014,1000,4,5,39008264
random-0.33933933933933935-pdens-3,200,0.5,0.33933933933933935,1000,3,5,51318821
random-0.7007007007007007-pdens-1,200,0.5,0.7007007007007007,1000,1,5,62535201
random-0.3063063063063063-pdens-4,200,0.5,0.3063063063063063,1000,4,5,51149250
random-0.5455455455455456-pdens-1,200,0.5,0.5455455455455456,1000,1,5,58813991
random-0.15515515515515516-pdens-1,200,0.5,0.15515515515515516,1000,1,5,41478410
random-0.6666666666666666-pdens-4,200,0.5,0.6666666666666666,1000,4,5,63732450
random-0.6746746746746747-pdens-4,200,0.5,0.6746746746746747,1000,4,5,64602717
random-0.8078078078078078-pdens-0,200,0.5,0.8078078078078078,1000,0,5,66622733
random-0.28428428428428426-pdens-2,200,0.5,0.28428428428428426,1000,2,5,47751482
random-0.11711711711711711-pdens-1,200,0.5,0.11711711711711711,1000,1,5,40246645
random-0.6306306306306306-pdens-3,200,0.5,0.6306306306306306,1000,3,5,63060913
random-0.11211211211211211-pdens-4,200,0.5,0.11211211211211211,1000,4,5,44806427
random-0.06506506506506507-pdens-4,200,0.5,0.06506506506506507,1000,4,5,30200552
random-0.058058058058058054-pdens-4,200,0.5,0.058058058058058054,1000,4,5,29899832
random-0.14014014014014015-pdens-0,200,0.5,0.14014014014014015,1000,0,5,42054537
random-0.5805805805805806-pdens-0,200,0.5,0.5805805805805806,1000,0,5,62055325
random-0.3983983983983984-pdens-0,200,0.5,0.3983983983983984,1000,0,5,56686419
random-0.7417417417417418-pdens-2,200,0.5,0.7417417417417418,1000,2,5,66607428
random-0.9079079079079079-pdens-4,200,0.5,0.9079079079079079,1000,4,5,68591510
random-0.014014014014014014-pdens-0,200,0.5,0.014014014014014014,1000,0,5,7816371
random-0.08808808808808809-pdens-3,200,0.5,0.08808808808808809,1000,3,5,37129386
random-0.8168168168168168-pdens-3,200,0.5,0.8168168168168168,1000,3,5,65588555
random-0.4674674674674675-pdens-2,200,0.5,0.4674674674674675,1000,2,5,56187216
random-0.4224224224224224-pdens-1,200,0.5,0.4224224224224224,1000,1,5,52888818
random-0.8538538538538538-pdens-2,200,0.5,0.8538538538538538,1000,2,5,67423054
random-0.0990990990990991-pdens-4,200,0.5,0.0990990990990991,1000,4,5,36152897
random-0.2112112112112112-pdens-4,200,0.5,0.2112112112112112,1000,4,5,45419783
random-0.8938938938938938-pdens-2,200,0.5,0.8938938938938938,1000,2,5,71412386
random-0.43043043043043044-pdens-2,200,0.5,0.43043043043043044,1000,2,5,55429412
random-0.11411411411411411-pdens-2,200,0.5,0.11411411411411411,1000,2,5,38125077
random-0.04604604604604605-pdens-4,200,0.5,0.04604604604604605,1000,4,5,26641189
random-0.22122122122122123-pdens-3,200,0.5,0.22122122122122123,1000,3,5,45258577
random-0.7927927927927928-pdens-0,200,0.5,0.7927927927927928,1000,0,5,65618442
random-0.6036036036036035-pdens-2,200,0.5,0.6036036036036035,1000,2,5,59550501
random-0.5515515515515516-pdens-4,200,0.5,0.5515515515515516,1000,4,5,58712667
random-0.6766766766766766-pdens-4,200,0.5,0.6766766766766766,1000,4,5,62752032
random-0.7377377377377378-pdens-0,200,0.5,0.7377377377377378,1000,0,5,72003744
random-0.6136136136136137-pdens-4,200,0.5,0.6136136136136137,1000,4,5,59255080
random-0.7207207207207207-pdens-3,200,0.5,0.7207207207207207,1000,3,5,63379727
random-0.2912912912912913-pdens-1,200,0.5,0.2912912912912913,1000,1,5,48982433
random-0.4164164164164164-pdens-0,200,0.5,0.4164164164164164,1000,0,5,56165404
random-0.3613613613613614-pdens-3,200,0.5,0.3613613613613614,1000,3,5,51469202
random-0.7137137137137137-pdens-1,200,0.5,0.7137137137137137,1000,1,5,63227344
random-0.5995995995995996-pdens-3,200,0.5,0.5995995995995996,1000,3,5,59776594
random-0.6786786786786787-pdens-4,200,0.5,0.6786786786786787,1000,4,5,61908532
random-0.47147147147147145-pdens-2,200,0.5,0.47147147147147145,1000,2,5,57228749
random-0.06706706706706707-pdens-2,200,0.5,0.06706706706706707,1000,2,5,33446439
random-0.39539539539539537-pdens-2,200,0.5,0.39539539539539537,1000,2,5,53186509
random-0.5745745745745746-pdens-2,200,0.5,0.5745745745745746,1000,2,5,61055030
random-0.960960960960961-pdens-2,200,0.5,0.960960960960961,1000,2,5,69423050
random-0.5595595595595596-pdens-1,200,0.5,0.5595595595595596,1000,1,5,59054868
random-0.017017017017017015-pdens-1,200,0.5,0.017017017017017015,1000,1,5,12046059
random-0.5675675675675675-pdens-0,200,0.5,0.5675675675675675,1000,0,5,62795829
random-0.8128128128128128-pdens-0,200,0.5,0.8128128128128128,1000,0,5,65675941
random-0.04704704704704705-pdens-0,200,0.5,0.04704704704704705,1000,0,5,28296146
random-0.14614614614614616-pdens-4,200,0.5,0.14614614614614616,1000,4,5,40334832
random-0.9429429429429429-pdens-4,200,0.5,0.9429429429429429,1000,4,5,68854544
random-0.9569569569569569-pdens-4,200,0.5,0.9569569569569569,1000,4,5,69755665
random-0.34134134134134136-pdens-2,200,0.5,0.34134134134134136,1000,2,5,53637583
random-0.21521521521521522-pdens-0,200,0.5,0.21521521521521522,1000,0,5,45795031
