 2.08748e+16, 2.08748e+16, 1.17436e+16, 8.89212e+15, 7.42227e+15, -3.01862e+15, -9.24473e+14, -4.11098e+15, -4.11098e+15, 2.053e+15, 2.053e+15, -4.62031e+15, -4.62031e+15, -4.62031e+15, -4.62031e+15, -4.62031e+15, -4.62031e+15, -6.77296e+15, -6.77296e+15, -6.77296e+15, -6.77296e+15, -6.77296e+15, -6.77296e+15, -6.77296e+15, -6.77296e+15, -6.77296e+15, -6.77296e+15, -6.77296e+15, -6.77296e+15, -6.77296e+15, -6.77296e+15, 4.05578e-320
 -6.77296e+15, 0, 9.90171e+15, 1.60885e+16, 1.08396e+16, 8.83347e+15, 7.94213e+15, 1.2363e+16, 1.64536e+16, 1.12298e+16, 6.13694e+15, 2.13069e+15, 2.13069e+15, 2.13069e+15, -6.0926e+14, -6.0926e+14, -6.0926e+14, -5.06607e+15, -5.06607e+15, -5.06607e+15, -5.06607e+15, -5.06607e+15, -5.06607e+15, -3.29853e+15, -3.29853e+15, -3.29853e+15, -3.29853e+15, -3.29853e+15, -3.29853e+15, -3.29853e+15, -3.29853e+15, -6.77296e+15
 -3.29853e+15, -2.41052e+15, 0, 0, 9.90171e+15, 1.82875e+16, 5.04485e+15, 3.81127e+15, 1.77779e+15, 6.7235e+15, 6.62627e+15, 8.8366e+15, 6.55687e+15, 5.6876e+15, 4.97447e+15, 5.95129e+15, 5.95129e+15, 1.32338e+15, 1.32338e+15, 1.32338e+15, 5.87167e+14, 5.87167e+14, 5.87167e+14, -6.0926e+14, -6.0926e+14, -1.08616e+15, -1.08616e+15, -1.08616e+15, -1.08616e+15, -1.08616e+15, -1.08616e+15, -2.41052e+15
 -1.08616e+15, -3.29853e+15, 0, 0, 0, 0, 9.90171e+15, 9.24053e+15, 7.26391e+15, 7.83351e+15, 2.27004e+15, 2.23798e+15, 4.21173e+15, 6.7235e+15, 4.91528e+15, 6.99683e+15, 6.99683e+15, 5.6876e+15, 5.6876e+15, 2.87708e+15, 5.95129e+15, 5.95129e+15, 5.95129e+15, 8.91011e+14, 8.91011e+14, 1.32338e+15, 1.32338e+15, 5.87167e+14, 5.87167e+14, 5.87167e+14, 5.87167e+14, 0
 5.87167e+14, -1.08616e+15, 0, 0, 0, 0, 0, 2.96985e+15, 9.90171e+15, 9.24053e+15, 5.59934e+15, 2.93314e+15, 4.77012e+15, 2.02282e+15, 2.23798e+15, 5.30217e+15, 4.21173e+15, 4.91528e+15, 4.91528e+15, 6.99683e+15, 6.99683e+15, 2.91006e+15, 2.91006e+15, 5.6876e+15, 2.87708e+15, 2.87708e+15, 2.87708e+15, 5.95129e+15, 8.91011e+14, 8.91011e+14, 8.91011e+14, 0
 8.91011e+14, 5.87167e+14, 0, 0, 0, 0, 0, 0, 0, 2.96985e+15, 9.90171e+15, 9.67471e+15, 5.59934e+15, 1.17192e+15, 1.6907e+15, 2.99256e+13, 2.02282e+15, 2.23798e+15, 2.23798e+15, 4.21173e+15, 2.40667e+15, 4.91528e+15, 4.91528e+15, 2.02522e+15, 6.99683e+15, 2.91006e+15, 2.91006e+15, 2.91006e+15, 5.6876e+15, 2.87708e+15, 2.87708e+15, 0
 2.87708e+15, 8.91011e+14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.96985e+15, 9.90171e+15, 6.06513e+15, 4.38781e+15, 1.22302e+15, 1.87106e+15, 2.99256e+13, 3.38301e+14, 2.02282e+15, 2.23798e+15, 2.23798e+15, 1.13444e+15, 4.21173e+15, 2.40667e+15, 4.91528e+15, 2.02522e+15, 2.02522e+15, 2.02522e+15, 2.91006e+15, 2.91006e+15, 0
 2.91006e+15, 2.87708e+15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.54499e+15, 7.25311e+15, 6.06513e+15, 4.38781e+15, 1.22302e+15, 1.87106e+15, -7.56661e+13, 2.99256e+13, 3.38301e+14, 2.02282e+15, 5.45705e+14, 2.23798e+15, 1.13444e+15, 4.21173e+15, 2.40667e+15, 2.40667e+15, 4.91528e+15, 2.02522e+15, 0
 2.02522e+15, 2.91006e+15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.96985e+15, 5.54499e+15, 7.25311e+15, 6.06513e+15, 4.38781e+15, 1.22302e+15, -5.29891e+14, 1.87106e+15, -7.56661e+13, 3.38301e+14, 3.38301e+14, 5.45705e+14, 5.45705e+14, 2.23798e+15, 1.13444e+15, 1.13444e+15, 2.40667e+15, 0
 2.40667e+15, 2.02522e+15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.96985e+15, 5.54499e+15, 7.25311e+15, 6.06513e+15, 4.38781e+15, 2.07822e+15, 1.22302e+15, 1.87106e+15, -7.56661e+13, 2.99256e+13, 3.38301e+14, 3.38301e+14, 5.45705e+14, 5.45705e+14, 1.13444e+15, 0
 1.13444e+15, 2.40667e+15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.96985e+15, 5.54499e+15, 7.25311e+15, 6.06513e+15, 3.07753e+15, 2.07822e+15, 1.22302e+15, -5.29891e+14, -7.56661e+13, -7.56661e+13, 3.38301e+14, 3.38301e+14, 2.02282e+15, 0
 5.45705e+14, 1.13444e+15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.96985e+15, 4.34353e+15, 7.25311e+15, 6.06513e+15, 3.07753e+15, 2.07822e+15, 1.22302e+15, -5.29891e+14, 1.87106e+15, -7.56661e+13, -7.56661e+13, 0
 3.38301e+14, 5.45705e+14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.96985e+15, 2.96985e+15, 4.34353e+15, 4.9926e+15, 6.06513e+15, 3.07753e+15, 2.07822e+15, 2.07822e+15, -5.29891e+14, -5.29891e+14, 0
